target_id	central brain	hypothalamus	astrocyte cultures	neuronal cultures	whole brains
lcl|NW_012130065.1_mrna_XM_012198783.1_479	4.44847541982823	0	0	6.84865575094053	5.10279953838764
lcl|NW_012130065.1_mrna_XM_012198793.1_481	2.80384071961981	0	0	0.141265910119373	3.31836770449116
lcl|NW_012130065.1_mrna_XM_012198804.1_483	5.38726624454868	0.192247885681299	0	5.95840552174405	6.03715997796578
lcl|NW_012130065.1_mrna_XM_012198815.1_484	2.41227104364972	0	0	2.90834293185306	3.4047218077759
lcl|NW_012130065.1_mrna_XM_012198826.1_486	4.17014894232092	0	0	7.2643078591396	6.09148481956258
lcl|NW_012130065.1_mrna_XM_012198838.1_487	4.22349489548196	0	0	0.196659636399228	5.81707078120305
lcl|NW_012130065.1_mrna_XM_012198849.1_488	5.92869100156796	0	0	7.15009386257691	6.60745859040489
lcl|NW_012130065.1_mrna_XM_012198860.1_490	7.46166326875926	0	0.0180476931134388	6.67782966106071	7.95278222979473
lcl|NW_012130065.1_mrna_XM_012198871.1_489	7.04419829726378	0	0	7.06157193165256	8.30359909321703
lcl|NW_012130065.1_mrna_XM_012198875.1_53	4.55734978507767	0	0	5.2055542381816	4.8593613766145
lcl|NW_012130065.1_mrna_XM_012198883.1_491	7.22838648012036	0	0	7.53846859864684	7.86448313136687
lcl|NW_012130065.1_mrna_XM_012198893.1_492	4.83497949355665	0	0	4.73559742430993	4.79091725941767
lcl|NW_012130065.1_mrna_XM_012198901.1_493	5.77802252183912	0	0	6.22388638456427	6.22976237848257
lcl|NW_012130065.1_mrna_XM_012198906.1_9	5.48177647405434	0	0	5.63943785526311	5.57618308141526
lcl|NW_012130065.1_mrna_XM_012198910.1_494	6.19652946206531	0	0	9.78078128815878	6.49396777460417
lcl|NW_012130065.1_mrna_XM_012198921.1_495	7.97962841727587	0	0	9.64315597947044	8.83429949785242
lcl|NW_012130065.1_mrna_XM_012198931.1_496	4.17171893397274	0	0.00574845055621669	9.52357109283088	4.33408632282291
lcl|NW_012130065.1_mrna_XM_012198939.1_497	6.77659844991633	0	0.00915384812009333	10.5866379633103	6.44578545145842
lcl|NW_012130065.1_mrna_XM_012198948.1_498	9.45307748847908	0	0	6.50302596285161	8.14712529630021
lcl|NW_012130065.1_mrna_XM_012198959.1_499	7.8010775305389	0	0	7.26370324530076	8.22174147985046
lcl|NW_012130065.1_mrna_XM_012198969.1_500	4.30915123517568	0.656763327513489	1.21130227560832	5.06626653844142	5.87422968464216
lcl|NW_012130065.1_mrna_XM_012198973.1_54	4.52107556745891	0	0	6.50677908509623	4.98356069129385
lcl|NW_012130065.1_mrna_XM_012198981.1_502	7.50002938673178	0	0	6.35069525919209	7.82885739400531
lcl|NW_012130065.1_mrna_XM_012198992.1_503	4.36305911496683	0	0	5.27982179338579	5.25539364600003
lcl|NW_012130065.1_mrna_XM_012199003.1_504	8.29881311246181	0	0.0141486062539905	8.36021034279104	8.11665383161879
lcl|NW_012130065.1_mrna_XM_012199014.1_505	3.29623240143251	0	0	5.94444642085161	3.27703550208382
lcl|NW_012130065.1_mrna_XM_012199024.1_507	4.47689355947675	0	0	5.85186765240266	5.88820272318888
lcl|NW_012130065.1_mrna_XM_012199035.1_509	8.60086633845167	0	0.0257934657163795	2.90874356443084	8.31287039872971
lcl|NW_012130065.1_mrna_XM_012199046.1_510	6.36818522688985	0	0	4.8071018761976	6.91757987076652
lcl|NW_012130065.1_mrna_XM_012199057.1_511	1.3979442910461	0	0	1.64687555028894	1.49348995238578
lcl|NW_012130065.1_mrna_XM_012199068.1_513	7.06658197726604	0	0	6.73372953448884	7.39403589443051
lcl|NW_012130065.1_mrna_XM_012199078.1_514	5.97779114130106	0	0	6.10053569098372	6.04934239335831
lcl|NW_012130065.1_mrna_XM_012199083.1_55	5.553964207981	0	0	3.80103065183178	4.81411542656856
lcl|NW_012130065.1_mrna_XM_012199090.1_515	5.04130141424957	0	0	6.67991055216712	4.8339290113782
lcl|NW_012130065.1_mrna_XM_012199101.1_516	0.426450328450084	0	0	0.133049347509065	0.859226050054023
lcl|NW_012130065.1_mrna_XM_012199112.1_518	4.7567355761708	0	0	6.6729093762783	5.67574852357184
lcl|NW_012130065.1_mrna_XM_012199123.1_519	7.94504023430185	2.15231961734694	1.45482905983288	8.48955145001341	9.30086895581417
lcl|NW_012130065.1_mrna_XM_012199135.1_1	7.78896370783592	0	0.0317046135604376	7.18554068862794	8.35591691873506
lcl|NW_012130065.1_mrna_XM_012199146.1_2	3.89708791976924	0	0	4.90102283495331	0.78214383812598
lcl|NW_012130065.1_mrna_XM_012199156.1_3	4.66001771533367	0	0	7.51565050211242	4.00773531253645
lcl|NW_012130065.1_mrna_XM_012199166.1_5	7.34022975673104	0.000772908079434728	0.000832576049703494	6.53696098549922	7.9171886461882
lcl|NW_012130065.1_mrna_XM_012199177.1_6	3.02928258427309	0	0	2.54874421136278	3.65947449980009
lcl|NW_012130065.1_mrna_XM_012199188.1_11	2.48892806021262	0	0	3.25420528970537	3.16584335680197
lcl|NW_012130065.1_mrna_XM_012199192.1_56	2.31257403362904	0	0	2.40030843828498	2.30701591444499
lcl|NW_012130065.1_mrna_XM_012199200.1_15	6.98890162140561	0	0.0268274805750414	6.22040374655353	7.78130381078133
lcl|NW_012130065.1_mrna_XM_012199211.1_17	5.22094326858691	0	0	6.55123958520788	6.7738585238016
lcl|NW_012130065.1_mrna_XM_012199221.1_23	1.09325446576026	0	0	2.25679265286949	1.04176835615436
lcl|NW_012130065.1_mrna_XM_012199232.1_24	4.63655405930756	0	0	2.78725803101426	5.16034557041945
lcl|NW_012130065.1_mrna_XM_012199243.1_34	7.96094493020681	0	0	10.9806476137191	6.36301407935877
lcl|NW_012130065.1_mrna_XM_012199254.1_38	4.27982338936383	0	0	6.6439435455277	6.147320234961
lcl|NW_012130065.1_mrna_XM_012199264.1_39	5.58046303819811	0	0	7.2292700955972	7.16420556289782
lcl|NW_012130065.1_mrna_XM_012199275.1_43	5.44365798617629	0.00240232226770657	0	1.66155341904849	6.3836073643019
lcl|NW_012130065.1_mrna_XM_012199286.1_46	6.95233990802384	0.0495192789835946	0	5.2630518334004	6.61243611039134
lcl|NW_012130065.1_mrna_XM_012199293.1_48	0.86921992910062	0	0	0.739071565825283	0.887699439783436
lcl|NW_012130065.1_mrna_XM_012199298.1_60	5.00667880587156	0.0177021011251831	0	7.64082651279914	5.94480612907912
lcl|NW_012130065.1_mrna_XM_012199305.1_49	4.71769237399942	0	0	6.77974859950043	5.04150910992159
lcl|NW_012130065.1_mrna_XM_012199315.1_57	4.88112703782395	0	0	0.552618298421618	5.02988402081631
lcl|NW_012130065.1_mrna_XM_012199326.1_58	4.28957108542978	0	0	4.69952971682931	3.76925795172626
lcl|NW_012130065.1_mrna_XM_012199338.1_59	5.26327973344555	0	0	6.17780635935298	4.80001033473255
lcl|NW_012130065.1_mrna_XM_012199357.1_62	7.19242319045728	0.0214152373688891	0	6.62805307635474	6.53264951122494
lcl|NW_012130065.1_mrna_XM_012199368.1_66	7.00866838447688	0	0.0279260038472178	5.9713080297471	7.15064201123504
lcl|NW_012130065.1_mrna_XM_012199388.1_82	8.80125613408594	0	0	11.0440633392677	8.74635567151714
lcl|NW_012130065.1_mrna_XM_012199398.1_85	5.94693147892628	0	0	8.99431850671372	5.97041224057897
lcl|NW_012130065.1_mrna_XM_012199399.1_61	5.57118182866929	0	0	6.81960682916008	5.23964829222206
lcl|NW_012130065.1_mrna_XM_012199404.1_87	5.31529299737007	0	0	8.65656661887149	6.67541970739546
lcl|NW_012130065.1_mrna_XM_012199412.1_88	4.93495049448232	0	0	9.87576690825831	5.79883516025491
lcl|NW_012130065.1_mrna_XM_012199423.1_94	4.10986607456	0	0	3.51915861928964	4.58158904431491
lcl|NW_012130065.1_mrna_XM_012199440.1_99	0.568890909666235	0	0	0.395888814141826	0.768037233712458
lcl|NW_012130065.1_mrna_XM_012199448.1_107	7.34799537941995	0	0	8.63225647024461	7.29960176521161
lcl|NW_012130065.1_mrna_XM_012199458.1_108	6.46013312812402	0	0	8.74157808262869	7.17091356999558
lcl|NW_012130065.1_mrna_XM_012199468.1_109	1.68180567546865	0	0	1.14910964687296	1.88727698028555
lcl|NW_012130065.1_mrna_XM_012199479.1_119	1.8705621859297	0	0	1.01498426404241	2.05773554640062
lcl|NW_012130065.1_mrna_XM_012199490.1_121	0.176317892464475	0	0	0.0430444720525898	0.0283646918423725
lcl|NW_012130065.1_mrna_XM_012199495.1_63	5.9210262696947	0	0	6.79687883494683	6.97435459620306
lcl|NW_012130065.1_mrna_XM_012199502.1_122	7.84317435582171	0	0	8.22708412882811	9.03129009853327
lcl|NW_012130065.1_mrna_XM_012199513.1_123	3.01413997214286	0	0	2.49689135017233	3.14155965528912
lcl|NW_012130065.1_mrna_XM_012199524.1_124	6.53631005629962	0	0	6.02487535876906	7.07583553122856
lcl|NW_012130065.1_mrna_XM_012199535.1_125	2.67276553730988	0	0	5.01380572028282	3.18024909352944
lcl|NW_012130065.1_mrna_XM_012199547.1_126	0.427234533332342	0	0	0.0311867651207974	0.536854764688551
lcl|NW_012130065.1_mrna_XM_012199558.1_127	0.00681152778741922	0	0	0	0.0465942629863817
lcl|NW_012130065.1_mrna_XM_012199569.1_129	0.040749585790311	0	0	0.148467669874216	0.138989169114542
lcl|NW_012130065.1_mrna_XM_012199580.1_136	0.299542368717213	0	0	0	0.123186592024055
lcl|NW_012130065.1_mrna_XM_012199591.1_137	0.875574461634724	0	0	0.200063996212129	0.905468147266583
lcl|NW_012130065.1_mrna_XM_012199602.1_138	0.441966261924698	0	0	2.84631616834065	0.988956110998607
lcl|NW_012130065.1_mrna_XM_012199607.1_64	4.03280648522509	0	0	6.12008885239413	4.63485291825393
lcl|NW_012130065.1_mrna_XM_012199614.1_142	1.77003798609365	0	0	3.82876815237739	2.2852273506491
lcl|NW_012130065.1_mrna_XM_012199625.1_152	1.41851516200349	0	0	0.346097668583408	0.806577212838805
lcl|NW_012130065.1_mrna_XM_012199636.1_153	0.921422096353975	0	0	0.294918851222586	1.26088636578444
lcl|NW_012130065.1_mrna_XM_012199647.1_171	5.37900733886842	0	0	6.82002069031546	5.46752412131696
lcl|NW_012130065.1_mrna_XM_012199658.1_173	5.70078743416589	0	0	5.01045271313575	5.31664867001933
lcl|NW_012130065.1_mrna_XM_012199670.1_175	0.166058432621178	0	0	0.313137440032133	0.595736001912812
lcl|NW_012130065.1_mrna_XM_012199681.1_176	0.0109184049941693	0	0	0.65670573888382	0
lcl|NW_012130065.1_mrna_XM_012199692.1_177	0.0241673282309403	0	0	0	0.0125914418816189
lcl|NW_012130065.1_mrna_XM_012199703.1_178	0.103137522581311	0	0	0.0865383643401384	0.0283646060477597
lcl|NW_012130065.1_mrna_XM_012199713.1_179	0.0102964727390047	0	0	0	0
lcl|NW_012130065.1_mrna_XM_012199714.1_65	7.35200023606745	0	0	7.17828551659592	7.986341057306
lcl|NW_012130065.1_mrna_XM_012199715.1_180	0.752522056344265	0	0	0	1.0647779968987
lcl|NW_012130065.1_mrna_XM_012199726.1_181	0.825217484677804	0	0	0	0.938011604539022
lcl|NW_012130065.1_mrna_XM_012199737.1_182	0.251237267303313	0	0	0	0.523046459525827
lcl|NW_012130065.1_mrna_XM_012199748.1_183	0.0702275023480352	0	0	0	0.0225361473450995
lcl|NW_012130065.1_mrna_XM_012199759.1_184	0.276914795399302	0	0	0.0603294448316694	0.207682702217817
lcl|NW_012130065.1_mrna_XM_012199770.1_190	2.94707361340222	0	0	3.77551160727342	2.53972231663312
lcl|NW_012130065.1_mrna_XM_012199781.1_192	3.87219613348813	0	0	9.09818557369024	4.2775914679401
lcl|NW_012130065.1_mrna_XM_012199802.1_199	5.70881392068645	0	0	8.45511804164506	5.62611322305719
lcl|NW_012130065.1_mrna_XM_012199813.1_203	3.3692844960748	0	0	4.85226868162768	3.7116612244412
lcl|NW_012130065.1_mrna_XM_012199817.1_67	1.86316586936465	0	0	0.539049108246118	3.15666297397649
lcl|NW_012130065.1_mrna_XM_012199825.1_206	0.406786071107743	0	0	0.376673164285376	0.0145760709177995
lcl|NW_012130065.1_mrna_XM_012199836.1_208	0.478066388805814	0	0	0.419347860195856	0.684424654194422
lcl|NW_012130065.1_mrna_XM_012199847.1_209	0.634207483190337	0	0	1.12204096232481	0.657926536655007
lcl|NW_012130065.1_mrna_XM_012199858.1_211	5.1296953486859	0	0	4.87604196323159	5.1019241326869
lcl|NW_012130065.1_mrna_XM_012199869.1_217	0.240884826944487	0	0	0.683797116921346	0
lcl|NW_012130065.1_mrna_XM_012199881.1_220	1.54791875232808	0	0	3.39766008113335	2.23407011542835
lcl|NW_012130065.1_mrna_XM_012199892.1_223	0.536406048574414	0	0	0.0261307729960877	0.55089043278137
lcl|NW_012130065.1_mrna_XM_012199903.1_225	4.23665906270826	0	0	8.23551773579328	5.0088251517619
lcl|NW_012130065.1_mrna_XM_012199914.1_226	2.34568956181507	0	0	0	0.527668077693051
lcl|NW_012130065.1_mrna_XM_012199924.1_227	3.07263204407425	0	0	2.32077773165263	3.22362604000989
lcl|NW_012130065.1_mrna_XM_012199928.1_69	1.49673839041231	0	0	0.228209531400249	3.26202855942871
lcl|NW_012130065.1_mrna_XM_012199936.1_228	2.51165235610143	0	0	5.05403682206177	3.2649764834288
lcl|NW_012130065.1_mrna_XM_012199947.1_231	6.51472036865342	0	0	8.40832301975558	7.06602688526159
lcl|NW_012130065.1_mrna_XM_012199957.1_232	5.87918327778319	0	0	7.10326118000511	6.2749514376199
lcl|NW_012130065.1_mrna_XM_012199964.1_10	9.2149111423068	4.75433891217716	5.79255154506829	8.71753182900384	12.0198703713035
lcl|NW_012130065.1_mrna_XM_012199988.1_234	1.14272548969149	0	0	2.72529839598278	1.32846753205965
lcl|NW_012130065.1_mrna_XM_012199994.1_237	2.92001559616102	0	0	3.27227353536476	3.49055562664164
lcl|NW_012130065.1_mrna_XM_012200005.1_240	3.71096305653392	0	0	2.63140516791202	3.58104092680007
lcl|NW_012130065.1_mrna_XM_012200015.1_241	4.17939086146939	0	0	5.95706134804775	5.49583368179756
lcl|NW_012130065.1_mrna_XM_012200026.1_245	0.497848847626216	0	0	0.70923008561204	0.658118713024407
lcl|NW_012130065.1_mrna_XM_012200030.1_70	5.95407665340883	0	0	2.72234899597575	6.07157640990016
lcl|NW_012130065.1_mrna_XM_012200048.1_266	6.51231961230294	0	0.0239364039662844	4.37565410483237	6.47473222210357
lcl|NW_012130065.1_mrna_XM_012200059.1_269	0.246463115577557	0	0	0.253198528663639	0
lcl|NW_012130065.1_mrna_XM_012200070.1_278	6.93156266453557	0	0.0761079351078542	9.39786243091783	7.38584542848082
lcl|NW_012130065.1_mrna_XM_012200080.1_280	4.32026563343714	0	0	7.26962608055039	6.59942946015702
lcl|NW_012130065.1_mrna_XM_012200089.1_281	5.41069299263483	0	0.00774464025312215	9.76125408940289	7.33238607983415
lcl|NW_012130065.1_mrna_XM_012200110.1_286	4.12453010157117	0	0.0573393125361595	5.46594034789689	5.46570785244533
lcl|NW_012130065.1_mrna_XM_012200121.1_289	7.74359938386001	0.104804706479684	0.0607383793762512	7.61489594715771	8.67146573460814
lcl|NW_012130065.1_mrna_XM_012200132.1_290	2.78781424855729	0	0	0.116673291826758	3.83741251638606
lcl|NW_012130065.1_mrna_XM_012200137.1_71	9.06323136785748	0	0	7.80846580723901	8.18651290607039
lcl|NW_012130065.1_mrna_XM_012200144.1_291	1.33288428591513	0	0	0.0502173381363568	1.79307665756767
lcl|NW_012130065.1_mrna_XM_012200155.1_292	8.50845267374377	0	0	3.90793710647688	6.76340382175618
lcl|NW_012130065.1_mrna_XM_012200166.1_294	1.03849409660172	0	0	0.167173201348308	1.49049031176945
lcl|NW_012130065.1_mrna_XM_012200176.1_304	0.0509738182682812	0	0	0.0574446011237555	0.071610167252257
lcl|NW_012130065.1_mrna_XM_012200185.1_315	8.0224254634963	0.00479643043833175	0.00206286525509294	6.7863047145576	9.90553652250822
lcl|NW_012130065.1_mrna_XM_012200196.1_321	3.38664444806765	0	0	2.16837148110266	4.27829995349382
lcl|NW_012130065.1_mrna_XM_012200206.1_323	6.14986554182368	0	0	8.20331806379848	7.22973693720741
lcl|NW_012130065.1_mrna_XM_012200217.1_324	5.85190599885847	0	0	7.20779976168884	5.82247882313497
lcl|NW_012130065.1_mrna_XM_012200229.1_327	3.8330482111926	0	0	8.84696783294018	3.70908357172515
lcl|NW_012130065.1_mrna_XM_012200240.1_333	4.33563607694606	0	0	6.60811246096529	4.87976179170015
lcl|NW_012130065.1_mrna_XM_012200244.1_72	4.06466574846989	0	0	5.92625358512692	3.76591558612284
lcl|NW_012130065.1_mrna_XM_012200252.1_339	7.8879626094566	0	0	7.0298806374035	8.8660736971429
lcl|NW_012130065.1_mrna_XM_012200263.1_344	2.95225550662588	0.0175898608034658	0.0517783384414692	5.01618490715719	5.07873033477249
lcl|NW_012130065.1_mrna_XM_012200274.1_345	0.731477661915523	0	0	1.46332457805502	1.71249329119568
lcl|NW_012130065.1_mrna_XM_012200295.1_350	0.928715183433051	0	0	1.09409153618199	0.945307464098926
lcl|NW_012130065.1_mrna_XM_012200307.1_366	0.397568307032602	0	0	0.0368723572009411	0.203104263774614
lcl|NW_012130065.1_mrna_XM_012200318.1_370	4.06839673290576	0	0	4.40884930382194	4.98055347906738
lcl|NW_012130065.1_mrna_XM_012200329.1_372	4.67943152148746	0	0	3.8661002701217	5.52723631279589
lcl|NW_012130065.1_mrna_XM_012200350.1_383	3.16526793963055	0	0	4.37961300635418	2.68535808605977
lcl|NW_012130065.1_mrna_XM_012200354.1_73	4.67979344282584	0	0.699262672134175	6.35709366792554	6.25760290089196
lcl|NW_012130065.1_mrna_XM_012200363.1_386	4.38840152271984	0	0	8.00561374770186	4.24025246476429
lcl|NW_012130065.1_mrna_XM_012200374.1_388	4.88636328385736	0	0	3.32186362583517	4.86464930571349
lcl|NW_012130065.1_mrna_XM_012200384.1_389	1.83755836943071	0	0	4.53413335970479	2.25044925602565
lcl|NW_012130065.1_mrna_XM_012200395.1_393	4.4469815171319	0	0	3.25430808128015	4.2740465785181
lcl|NW_012130065.1_mrna_XM_012200405.1_395	7.33763359757766	0	0	8.87714527184747	6.89791376218552
lcl|NW_012130065.1_mrna_XM_012200414.1_402	6.04682912774622	0	0	6.80303470883435	6.04768552198137
lcl|NW_012130065.1_mrna_XM_012200425.1_405	5.4031088300313	0	0	5.84635293943143	6.45127043995347
lcl|NW_012130065.1_mrna_XM_012200436.1_415	3.85154806376999	0	0	5.2558977560073	5.40227433559308
lcl|NW_012130065.1_mrna_XM_012200446.1_419	6.28884864920076	0	0	9.16290729077742	8.03231090078157
lcl|NW_012130065.1_mrna_XM_012200453.1_421	1.91921525162012	0	0	2.745572037372	1.96753317800573
lcl|NW_012130065.1_mrna_XM_012200457.1_74	4.83983363605897	0	0	0.627312941567458	4.76411365159744
lcl|NW_012130065.1_mrna_XM_012200465.1_426	6.06055807426323	0	0	9.35718681648274	6.77463261523614
lcl|NW_012130065.1_mrna_XM_012200476.1_427	5.8960389304249	0	0.0140555000734581	7.23495698730333	6.11184227761091
lcl|NW_012130065.1_mrna_XM_012200497.1_440	6.54682353828936	0	0.0054537812238147	7.4990689744938	7.90246845241819
lcl|NW_012130065.1_mrna_XM_012200508.1_451	1.25733568774154	0	0	3.45445060862013	1.79531487601439
lcl|NW_012130065.1_mrna_XM_012200518.1_472	6.67227422845269	0	0	9.49333288121879	7.1430556024926
lcl|NW_012130065.1_mrna_XM_012200528.1_475	4.19427685143418	0	0	8.4459320028176	6.20291428799759
lcl|NW_012130065.1_mrna_XM_012200538.1_480	4.58202080545282	0	0	5.64138228688392	5.22701905497365
lcl|NW_012130065.1_mrna_XM_012200549.1_482	5.71585110579453	0	0	4.9684491329868	7.61606802494583
lcl|NW_012130065.1_mrna_XM_012200560.1_485	1.44653740239449	0	0	2.06241951473017	2.17182671686443
lcl|NW_012130065.1_mrna_XM_012200564.1_75	2.95293307521375	0	0	6.41763519907907	3.52267615741074
lcl|NW_012130065.1_mrna_XM_012200572.1_501	4.88831611512906	0	0	5.51112554259307	4.94192616815019
lcl|NW_012130065.1_mrna_XM_012200583.1_506	2.81278300928909	0	0	6.75154264729939	3.00436211661757
lcl|NW_012130065.1_mrna_XM_012200594.1_508	4.59123833391164	0	0	4.50506133911795	6.42272292106349
lcl|NW_012130065.1_mrna_XM_012200606.1_512	4.74749543329039	0	0	5.70072696632866	5.89758970464544
lcl|NW_012130065.1_mrna_XM_012200617.1_517	4.60823188806947	0	0	3.73698932269085	3.33203937952781
lcl|NW_012130065.1_mrna_XM_012200672.1_76	0.443545704371299	0	0	2.22435381730795	1.21850151266821
lcl|NW_012130065.1_mrna_XM_012200777.1_77	6.34465707664952	0	0.0269663913942977	7.27432771722591	6.36310879929116
lcl|NW_012130065.1_mrna_XM_012200881.1_78	5.16769024998802	0	0	5.54539940513302	5.59384920948915
lcl|NW_012130065.1_mrna_XM_012200990.1_80	9.59726304196423	0	0	10.6429722813438	9.5334464966985
lcl|NW_012130065.1_mrna_XM_012201021.1_12	2.34839364847039	0	0	4.37218799021139	3.67855055279384
lcl|NW_012130065.1_mrna_XM_012201097.1_79	10.9080843859694	0.0284598554717294	0.836151942284196	13.9933193541097	10.997054215327
lcl|NW_012130065.1_mrna_XM_012201207.1_81	7.42696897139057	0	0	9.49367426844757	7.24508042847896
lcl|NW_012130065.1_mrna_XM_012201315.1_83	10.6160197470255	0	0	12.2171944580395	10.5551853114219
lcl|NW_012130065.1_mrna_XM_012201422.1_84	6.03114729156242	0	0	8.81171743369518	5.72778406630654
lcl|NW_012130065.1_mrna_XM_012201530.1_86	6.87201731091008	0	0	9.38383707248235	7.42125115979282
lcl|NW_012130065.1_mrna_XM_012201635.1_90	6.67841296723713	0	0	6.376508851021	7.33329020559454
lcl|NW_012130065.1_mrna_XM_012201739.1_89	5.08298987404654	0	0.00616865874923506	6.42782295565493	6.36023089940099
lcl|NW_012130065.1_mrna_XM_012201848.1_91	0.874320401430859	0	0	0.608280845002559	1.43599224771284
lcl|NW_012130065.1_mrna_XM_012201944.1_92	3.2561211920047	0	0	2.90642234062243	3.90137642412294
lcl|NW_012130065.1_mrna_XM_012202056.1_93	3.85188395098912	0	0	0.998152733394267	3.77135645563675
lcl|NW_012130065.1_mrna_XM_012202086.1_4	11.1291537029563	0	0	14.3487221217441	9.66777140169347
lcl|NW_012130065.1_mrna_XM_012202157.1_95	7.89643691116655	0	0	6.5965892739343	8.63011009004596
lcl|NW_012130065.1_mrna_XM_012202260.1_96	5.46743425325205	0	0	7.24867860268005	6.59778637625858
lcl|NW_012130065.1_mrna_XM_012202356.1_97	4.37203433070636	0	0	6.03361523353338	5.41851977975375
lcl|NW_012130065.1_mrna_XM_012202464.1_98	8.31193167824932	0	0	8.49538179478897	8.76168505457747
lcl|NW_012130065.1_mrna_XM_012202569.1_101	5.90220135606459	0	0	2.19235580702224	5.7589931845494
lcl|NW_012130065.1_mrna_XM_012202676.1_100	4.0812767209198	0	0	1.77986491751889	5.30359149497774
lcl|NW_012130065.1_mrna_XM_012202778.1_14	4.7318275419643	0	0	1.37868994334166	5.69058151891932
lcl|NW_012130065.1_mrna_XM_012202779.1_106	7.36859044603585	0	0	9.93858351814284	7.46095497882816
lcl|NW_012130065.1_mrna_XM_012202890.1_105	8.56297220767245	0	0.0334151772591273	10.9006410641264	7.99328950116695
lcl|NW_012130065.1_mrna_XM_012202997.1_104	8.20045067800973	0	0.02610626321751	11.1436913317143	8.39454271244426
lcl|NW_012130065.1_mrna_XM_012203098.1_103	4.04945415124419	0	0	5.60716275782556	4.67131281180837
lcl|NW_012130065.1_mrna_XM_012203165.1_102	0.232213989172536	0	0	0	2.02132377120021e-09
lcl|NW_012130065.1_mrna_XM_012203262.1_110	4.07495649404619	0	0	5.22078999511698	4.36726241630684
lcl|NW_012130065.1_mrna_XM_012203355.1_111	4.09466291228269	0	0	4.34535297255703	4.95549263435484
lcl|NW_012130065.1_mrna_XM_012203458.1_112	6.06454225526021	0	0	6.17281121334728	6.60363825812663
lcl|NW_012130065.1_mrna_XM_012203566.1_113	6.12374153203125	0	0.01849312467922	6.46710583463653	5.92103383349179
lcl|NW_012130065.1_mrna_XM_012203664.1_114	0.414532936498882	0	0	0.669967492582251	0.936142529734712
lcl|NW_012130065.1_mrna_XM_012203767.1_115	5.02139814136503	0	0	6.42654915746591	4.88060835731194
lcl|NW_012130065.1_mrna_XM_012203805.1_16	2.20077921531056	0	0	4.10379053034976	3.09125607668638
lcl|NW_012130065.1_mrna_XM_012203869.1_116	4.32525543966022	0	0	5.36171525433848	4.18628597427269
lcl|NW_012130065.1_mrna_XM_012203977.1_117	7.59604493676059	0	0	7.09042894369188	7.9530742425941
lcl|NW_012130065.1_mrna_XM_012204083.1_118	8.23238153178363	0	0.910073216503006	8.15356080944904	9.10570802361906
lcl|NW_012130065.1_mrna_XM_012204192.1_120	6.67620257472571	0	0.932338369431897	6.8522172133625	7.4204632212244
