target_id	central brain	neuronal cultures	whole brains
lcl|NW_012130065.1_mrna_XM_012198804.1_483	4.64352970381199	4.04368482121032	4.77461381990339
lcl|NW_012130065.1_mrna_XM_012198815.1_484	1.23284675733912	1.75037289477326	3.76305580449955
lcl|NW_012130065.1_mrna_XM_012198826.1_486	3.69560321427905	4.72741529050172	4.24794274228613
lcl|NW_012130065.1_mrna_XM_012198838.1_487	3.76321431799409	0	5.36627219903216
lcl|NW_012130065.1_mrna_XM_012198849.1_488	5.6958175009964	6.16995540959627	6.16802658417349
lcl|NW_012130065.1_mrna_XM_012198860.1_490	7.15884049182755	6.25895860219526	8.38307057468314
lcl|NW_012130065.1_mrna_XM_012198871.1_489	6.66753313039254	6.35279766760069	8.41956564318524
lcl|NW_012130065.1_mrna_XM_012198875.1_53	5.32007267263517	6.41778030762778	5.1237160757007
lcl|NW_012130065.1_mrna_XM_012198883.1_491	6.92226808788935	6.69845115643127	7.43951126940705
lcl|NW_012130065.1_mrna_XM_012198893.1_492	5.18870975044439	5.58439629788049	5.25934820377075
lcl|NW_012130065.1_mrna_XM_012198901.1_493	6.11225798971201	6.69292635903188	6.36701443313655
lcl|NW_012130065.1_mrna_XM_012198906.1_9	5.83605203102305	5.6495322691992	5.51607314614934
lcl|NW_012130065.1_mrna_XM_012198910.1_494	6.47505793279601	9.63166486233361	5.3726267379008
lcl|NW_012130065.1_mrna_XM_012198921.1_495	8.65225074789549	11.1101609013993	7.71494011828138
lcl|NW_012130065.1_mrna_XM_012198931.1_496	5.25973385747252	9.16212829374461	1.58971000403151
lcl|NW_012130065.1_mrna_XM_012198939.1_497	7.45294783058325	11.4497922010596	4.52033923386994
lcl|NW_012130065.1_mrna_XM_012198948.1_498	9.74230439664407	10.283969321459	10.0151457407787
lcl|NW_012130065.1_mrna_XM_012198959.1_499	8.00986066933191	7.89797475355831	7.93630532382886
lcl|NW_012130065.1_mrna_XM_012198969.1_500	4.89126602550425	4.87884097914007	4.10206081324312
lcl|NW_012130065.1_mrna_XM_012198973.1_54	5.40522599302799	6.28538161030579	3.20361309870093
lcl|NW_012130065.1_mrna_XM_012198981.1_502	7.93815601339384	7.83348139702488	8.00695816313067
lcl|NW_012130065.1_mrna_XM_012198992.1_503	4.93541151866969	5.87603541016341	4.40194532415556
lcl|NW_012130065.1_mrna_XM_012199003.1_504	9.20766250171807	9.96769441122278	7.84514997849773
lcl|NW_012130065.1_mrna_XM_012199014.1_505	3.90549793693939	5.12626983747359	1.52970097617421
lcl|NW_012130065.1_mrna_XM_012199024.1_507	4.02621783935641	5.13924073680468	5.54601968753426
lcl|NW_012130065.1_mrna_XM_012199035.1_509	7.33043434766925	4.43935589296357	11.3373525205699
lcl|NW_012130065.1_mrna_XM_012199046.1_510	5.00803798945499	5.10726913424663	8.82474393734009
lcl|NW_012130065.1_mrna_XM_012199057.1_511	0.358615353685992	1.57146752896953	2.36289600466365
lcl|NW_012130065.1_mrna_XM_012199068.1_513	6.54988952845609	6.92288163917249	8.01907064895038
lcl|NW_012130065.1_mrna_XM_012199078.1_514	5.72804797436294	5.61743893870001	5.76985505251493
lcl|NW_012130065.1_mrna_XM_012199083.1_55	6.38350777160742	4.50333798049832	4.82655456150568
lcl|NW_012130065.1_mrna_XM_012199090.1_515	4.87211213372916	5.34674694924353	3.51869592025248
lcl|NW_012130065.1_mrna_XM_012199101.1_516	0.130151195394304	0.000263516655591246	1.09061247037125
lcl|NW_012130065.1_mrna_XM_012199112.1_518	5.10569996708421	5.73021492152685	5.4678410638354
lcl|NW_012130065.1_mrna_XM_012199123.1_519	7.87575205590315	9.30975055372195	10.534434624646
lcl|NW_012130065.1_mrna_XM_012199135.1_1	8.59294175626319	5.88591807402195	6.5450307973391
lcl|NW_012130065.1_mrna_XM_012199146.1_2	4.61453931710702	3.05187771013881	0.766944862007044
lcl|NW_012130065.1_mrna_XM_012199156.1_3	5.25689724529277	6.70304869153704	3.75484650508323
lcl|NW_012130065.1_mrna_XM_012199166.1_5	7.68962111086214	7.2544677636745	9.47730414188166
lcl|NW_012130065.1_mrna_XM_012199177.1_6	3.19250920044289	3.60439484255038	4.42755336622492
lcl|NW_012130065.1_mrna_XM_012199188.1_11	2.32526522439755	3.01408657035624	2.95896436540153
lcl|NW_012130065.1_mrna_XM_012199192.1_56	2.83038549641891	1.70272035374031	1.89791186469634
lcl|NW_012130065.1_mrna_XM_012199200.1_15	6.70068441082016	6.12307769106556	8.26181691281387
lcl|NW_012130065.1_mrna_XM_012199211.1_17	5.26706425818051	5.3075393018422	5.56085491001809
lcl|NW_012130065.1_mrna_XM_012199221.1_23	1.44600260602758	2.76417737789169	0.627888579485275
lcl|NW_012130065.1_mrna_XM_012199232.1_24	5.04306823624765	2.22802510853601	4.13068864710218
lcl|NW_012130065.1_mrna_XM_012199243.1_34	8.67594036032486	8.68263865734936	4.39587767232918
lcl|NW_012130065.1_mrna_XM_012199254.1_38	4.3511660909437	5.3739450963866	4.81511675700967
lcl|NW_012130065.1_mrna_XM_012199264.1_39	5.26194609665904	5.20202156791112	5.06304839411355
lcl|NW_012130065.1_mrna_XM_012199275.1_43	3.8359225600783	1.92796285829567	8.15924785664516
lcl|NW_012130065.1_mrna_XM_012199286.1_46	6.43857692233731	5.37318314654386	7.68998965006576
lcl|NW_012130065.1_mrna_XM_012199293.1_48	0.342904808825647	0.324809664483271	1.10412349776395
lcl|NW_012130065.1_mrna_XM_012199298.1_60	5.94095173247118	7.73358921240994	4.81069645947232
lcl|NW_012130065.1_mrna_XM_012199305.1_49	4.6323458866338	4.95832795338224	2.81214566146505
lcl|NW_012130065.1_mrna_XM_012199315.1_57	5.11182976603763	2.50365509598811	7.02699946528108
lcl|NW_012130065.1_mrna_XM_012199326.1_58	4.91687763044748	5.82906172748524	4.52065326346392
lcl|NW_012130065.1_mrna_XM_012199338.1_59	6.06451974830821	6.62231034185308	4.20000302495191
lcl|NW_012130065.1_mrna_XM_012199357.1_62	7.58006868460481	8.00318544296759	7.66641847033142
lcl|NW_012130065.1_mrna_XM_012199368.1_66	6.0095022470522	4.72746114950687	7.46193534620539
lcl|NW_012130065.1_mrna_XM_012199388.1_82	9.58471766263182	11.2396178780538	7.29670628993796
lcl|NW_012130065.1_mrna_XM_012199398.1_85	6.12534041130895	8.20282765788092	5.42860790826257
lcl|NW_012130065.1_mrna_XM_012199399.1_61	6.25150046314016	6.87595424810766	4.25809659387064
lcl|NW_012130065.1_mrna_XM_012199404.1_87	5.66390445722294	6.90352850420662	4.62001087975099
lcl|NW_012130065.1_mrna_XM_012199412.1_88	5.20258652235216	8.19888284089767	3.83998954534078
lcl|NW_012130065.1_mrna_XM_012199423.1_94	3.00703595442247	2.29588744362837	4.92821883457531
lcl|NW_012130065.1_mrna_XM_012199440.1_99	0.321587754237617	0.351110325511861	1.21874435750723
lcl|NW_012130065.1_mrna_XM_012199448.1_107	7.96970089876839	10.4956022712687	6.65594352790068
lcl|NW_012130065.1_mrna_XM_012199458.1_108	7.07430400719916	9.72827987492244	5.64737263352732
lcl|NW_012130065.1_mrna_XM_012199468.1_109	1.7730260925206	1.70144593663048	1.5438708487758
lcl|NW_012130065.1_mrna_XM_012199479.1_119	0.75429099762652	1.00333368177022	3.26802713118737
lcl|NW_012130065.1_mrna_XM_012199490.1_121	0.0174699589351412	0.0380952702521672	0.0281071266525086
lcl|NW_012130065.1_mrna_XM_012199495.1_63	6.04703469962278	5.58068568848347	5.3604894140981
lcl|NW_012130065.1_mrna_XM_012199502.1_122	7.62761606693068	7.33578841877246	7.64428473648725
lcl|NW_012130065.1_mrna_XM_012199513.1_123	2.61194852433795	1.32141756928187	2.19727869006988
lcl|NW_012130065.1_mrna_XM_012199524.1_124	6.10786016935232	5.95493269036668	7.48574173829593
lcl|NW_012130065.1_mrna_XM_012199535.1_125	2.27479866526741	3.6472422658154	1.98559809627955
lcl|NW_012130065.1_mrna_XM_012199547.1_126	0.0840727620647874	0	0.830719488496421
lcl|NW_012130065.1_mrna_XM_012199558.1_127	0.00720606201098887	0	0.0675232585884702
lcl|NW_012130065.1_mrna_XM_012199569.1_129	0.0358960353395224	0.144634337416146	0.0926436342059864
lcl|NW_012130065.1_mrna_XM_012199580.1_136	0.36976644507941	0	0.140976268577023
lcl|NW_012130065.1_mrna_XM_012199591.1_137	0.92782918182996	0.782651275038142	0.463610085676231
lcl|NW_012130065.1_mrna_XM_012199602.1_138	0.413926406844202	3.00557899154621	0.382876751704521
lcl|NW_012130065.1_mrna_XM_012199607.1_64	4.35628790744783	5.66726575787275	3.82259437441219
lcl|NW_012130065.1_mrna_XM_012199614.1_142	1.92170999545114	3.20391271944553	1.30808531614468
lcl|NW_012130065.1_mrna_XM_012199625.1_152	0.869497777607109	0.775447756337951	1.40958697512621
lcl|NW_012130065.1_mrna_XM_012199636.1_153	0.471891969405603	1.02646384764442	2.6454850134999
lcl|NW_012130065.1_mrna_XM_012199647.1_171	6.30759405400057	8.54390227332848	6.14473238195218
lcl|NW_012130065.1_mrna_XM_012199658.1_173	6.66734231882732	6.57108732071372	5.86600466765464
lcl|NW_012130065.1_mrna_XM_012199670.1_175	0.241965985848159	0.816361305909058	0.726038665828234
lcl|NW_012130065.1_mrna_XM_012199681.1_176	0.00900969284873537	0.68766045971514	0
lcl|NW_012130065.1_mrna_XM_012199692.1_177	0.0240496459664389	0	0.0106503577352176
lcl|NW_012130065.1_mrna_XM_012199703.1_178	0.134586341373608	0.160240032098448	0.0805613383837389
lcl|NW_012130065.1_mrna_XM_012199713.1_179	0.00308228139812375	0	0
lcl|NW_012130065.1_mrna_XM_012199714.1_65	6.88708823006473	6.57054046163421	8.46710270458872
lcl|NW_012130065.1_mrna_XM_012199715.1_180	0.541793200991204	0	0.974652041828763
lcl|NW_012130065.1_mrna_XM_012199726.1_181	0.806587583251752	0	0.450713337305293
lcl|NW_012130065.1_mrna_XM_012199737.1_182	0.3221625043903	0	0.928480916374363
lcl|NW_012130065.1_mrna_XM_012199748.1_183	0.106997309809425	0	0.00394350799790863
lcl|NW_012130065.1_mrna_XM_012199759.1_184	0.324419069252276	0.102500421945866	0.389978633819553
lcl|NW_012130065.1_mrna_XM_012199770.1_190	3.40179779178399	2.60905080717099	2.77975288927598
lcl|NW_012130065.1_mrna_XM_012199781.1_192	4.84996426404643	6.46384139228858	2.19587096945857
lcl|NW_012130065.1_mrna_XM_012199802.1_199	6.58086535933508	7.70431053839124	4.60802072649187
lcl|NW_012130065.1_mrna_XM_012199813.1_203	3.74214792619954	5.03701876664095	3.22155928356171
lcl|NW_012130065.1_mrna_XM_012199817.1_67	0.834674594395686	0.0150204992481432	3.74812987933415
lcl|NW_012130065.1_mrna_XM_012199825.1_206	0.315276383746354	0.617403225530175	0.0544200985502087
lcl|NW_012130065.1_mrna_XM_012199836.1_208	0.256839010257247	0.389205965716839	1.09546071765422
lcl|NW_012130065.1_mrna_XM_012199847.1_209	0.50422957499663	1.13503594410629	0.96056281983448
lcl|NW_012130065.1_mrna_XM_012199858.1_211	5.16948222493136	4.55469010941511	4.44746342587265
lcl|NW_012130065.1_mrna_XM_012199869.1_217	0.353638213826299	0.821598906813255	0
lcl|NW_012130065.1_mrna_XM_012199881.1_220	1.73753323357178	2.76986302896	1.49758866774548
lcl|NW_012130065.1_mrna_XM_012199892.1_223	0.821348602217881	0.150544871136683	0.185861844184448
lcl|NW_012130065.1_mrna_XM_012199903.1_225	5.01814745528592	7.95494307148022	4.23306899437509
lcl|NW_012130065.1_mrna_XM_012199914.1_226	2.86302542427003	0	0.541937667769238
lcl|NW_012130065.1_mrna_XM_012199924.1_227	3.39820299178011	1.57827921690007	3.45785026031396
lcl|NW_012130065.1_mrna_XM_012199928.1_69	0.718971844948407	0	3.67219697634752
lcl|NW_012130065.1_mrna_XM_012199936.1_228	2.99649417334773	2.76162994864045	1.52415689511269
lcl|NW_012130065.1_mrna_XM_012199947.1_231	6.60921691172588	7.73968164349145	7.15205933620342
lcl|NW_012130065.1_mrna_XM_012199957.1_232	5.76692483255992	6.58023003063357	6.50199276384089
lcl|NW_012130065.1_mrna_XM_012199964.1_10	9.12808923293569	9.4490396409827	12.9319599792035
lcl|NW_012130065.1_mrna_XM_012199988.1_234	0.810428215143074	2.19353134446718	1.35057643088942
lcl|NW_012130065.1_mrna_XM_012199994.1_237	1.77421079665165	2.43543295718584	3.94182867719814
lcl|NW_012130065.1_mrna_XM_012200005.1_240	3.10085151303851	3.14441699377561	5.26772343033809
lcl|NW_012130065.1_mrna_XM_012200015.1_241	3.9190516324579	4.44285683970577	4.24108793121648
lcl|NW_012130065.1_mrna_XM_012200026.1_245	0.583752583469941	1.03383719761721	0.607129935183273
lcl|NW_012130065.1_mrna_XM_012200030.1_70	5.65902222600877	3.57118597674859	7.03762910360038
lcl|NW_012130065.1_mrna_XM_012200048.1_266	6.24302883660267	3.76975406781761	6.13927607656391
lcl|NW_012130065.1_mrna_XM_012200059.1_269	0.114838502684947	0.22274536559612	0
lcl|NW_012130065.1_mrna_XM_012200070.1_278	6.80473628041056	8.4512332018729	6.87711277255397
lcl|NW_012130065.1_mrna_XM_012200080.1_280	4.43433906352806	6.25371312874604	5.66780630531085
lcl|NW_012130065.1_mrna_XM_012200089.1_281	5.68097633293651	8.25301621363679	5.75299475530537
lcl|NW_012130065.1_mrna_XM_012200110.1_286	3.4775939596187	4.72928063064587	4.98139196874127
lcl|NW_012130065.1_mrna_XM_012200121.1_289	6.61742775488135	6.36701945293098	8.96215822826807
lcl|NW_012130065.1_mrna_XM_012200132.1_290	2.00797129812775	0	3.17861134275257
lcl|NW_012130065.1_mrna_XM_012200137.1_71	8.61410593903061	7.83478398143022	8.87257597645942
lcl|NW_012130065.1_mrna_XM_012200144.1_291	0.828931196588422	0.101623423558985	1.60739199016443
lcl|NW_012130065.1_mrna_XM_012200155.1_292	7.91410594840066	3.41859300415423	7.66484769817818
lcl|NW_012130065.1_mrna_XM_012200166.1_294	0.653879955750387	0	1.79657008560472
lcl|NW_012130065.1_mrna_XM_012200176.1_304	0.0503198635555554	0.0574770488535552	0
lcl|NW_012130065.1_mrna_XM_012200185.1_315	6.20983263951086	7.99726264295376	12.9827782704159
lcl|NW_012130065.1_mrna_XM_012200196.1_321	2.81239633045071	1.5023444885653	4.01502270373765
lcl|NW_012130065.1_mrna_XM_012200206.1_323	6.59572298886424	6.71709801707132	6.31846287300532
lcl|NW_012130065.1_mrna_XM_012200217.1_324	6.07490555721892	7.03440200238097	5.49407243230076
lcl|NW_012130065.1_mrna_XM_012200229.1_327	4.77701021815295	8.81536395951546	1.14970813755016
lcl|NW_012130065.1_mrna_XM_012200240.1_333	4.39298526206982	7.22060397782566	4.7789401994001
lcl|NW_012130065.1_mrna_XM_012200244.1_72	3.90784027571531	4.43698225767192	2.35296898092795
lcl|NW_012130065.1_mrna_XM_012200252.1_339	7.69046208909733	8.08464795660666	10.3350876643462
lcl|NW_012130065.1_mrna_XM_012200263.1_344	2.22992377262191	4.3744705801473	5.15209710498493
lcl|NW_012130065.1_mrna_XM_012200274.1_345	0.384790498136841	1.90041574128232	2.92528323406187
lcl|NW_012130065.1_mrna_XM_012200295.1_350	1.02706915625357	1.64899846065024	1.34877379200323
lcl|NW_012130065.1_mrna_XM_012200307.1_366	0.476296393129206	0.0317794271375077	0.183872124796357
lcl|NW_012130065.1_mrna_XM_012200318.1_370	4.94265362515727	4.52207076544038	4.14641638890272
lcl|NW_012130065.1_mrna_XM_012200329.1_372	5.42445936757634	4.53645159863341	5.36987097016212
lcl|NW_012130065.1_mrna_XM_012200350.1_383	3.74645299267919	2.61975276419981	2.34808053766725
lcl|NW_012130065.1_mrna_XM_012200354.1_73	4.38419019368767	4.8918563997305	4.92657498072047
lcl|NW_012130065.1_mrna_XM_012200363.1_386	5.3462103607838	5.67115769616582	2.78688670423194
lcl|NW_012130065.1_mrna_XM_012200374.1_388	5.341406238274	2.71689859468969	3.65641427673566
lcl|NW_012130065.1_mrna_XM_012200384.1_389	1.85951510929635	3.64780845834026	1.01418733145098
lcl|NW_012130065.1_mrna_XM_012200395.1_393	5.19920882732381	1.1860796029532	2.15070004122639
lcl|NW_012130065.1_mrna_XM_012200405.1_395	8.06236701031892	8.46580347503331	6.8718117756686
lcl|NW_012130065.1_mrna_XM_012200414.1_402	6.37470948135329	6.80678781150003	5.90504265246971
lcl|NW_012130065.1_mrna_XM_012200425.1_405	5.17887276485803	5.07173268678987	5.92855228245209
lcl|NW_012130065.1_mrna_XM_012200436.1_415	4.18284702223873	4.47970338647242	4.26680121368928
lcl|NW_012130065.1_mrna_XM_012200446.1_419	7.42869002316978	8.00621994905826	6.14092196751111
lcl|NW_012130065.1_mrna_XM_012200453.1_421	2.4030895771885	2.45064115828817	1.6586378579019
lcl|NW_012130065.1_mrna_XM_012200457.1_74	4.31745828695867	1.13667228481396	5.7495736237803
lcl|NW_012130065.1_mrna_XM_012200465.1_426	6.33089920704789	7.36838216941144	5.21561738368376
lcl|NW_012130065.1_mrna_XM_012200476.1_427	5.84291432488073	6.57767262331066	6.0353141741487
lcl|NW_012130065.1_mrna_XM_012200497.1_440	6.85051233282717	7.68146114253248	7.31228682247674
lcl|NW_012130065.1_mrna_XM_012200508.1_451	1.41951329418668	3.14593087528132	0.516687404086882
lcl|NW_012130065.1_mrna_XM_012200518.1_472	7.58465533177551	9.01514736200473	4.81836777276927
lcl|NW_012130065.1_mrna_XM_012200528.1_475	4.47558564524121	6.08146924225467	3.57695939498868
lcl|NW_012130065.1_mrna_XM_012200538.1_480	4.82143304310645	4.05096758867687	3.05140978811662
lcl|NW_012130065.1_mrna_XM_012200549.1_482	4.61711782136554	3.15564728495306	7.13658946928387
lcl|NW_012130065.1_mrna_XM_012200560.1_485	0.581375486808575	1.17115747931704	2.7897301313973
lcl|NW_012130065.1_mrna_XM_012200564.1_75	2.63199798270899	5.01412301734058	1.89983463307047
lcl|NW_012130065.1_mrna_XM_012200572.1_501	5.47648737403747	5.83419872577812	3.50744738595707
lcl|NW_012130065.1_mrna_XM_012200583.1_506	2.93610190307299	5.49337532944223	1.61983609478507
lcl|NW_012130065.1_mrna_XM_012200594.1_508	3.37195940804998	3.44192533243152	6.51072216771285
lcl|NW_012130065.1_mrna_XM_012200606.1_512	4.33728533307605	5.35338613665461	5.08595008753341
lcl|NW_012130065.1_mrna_XM_012200617.1_517	4.10414112642353	3.59301602334165	4.70453140021159
lcl|NW_012130065.1_mrna_XM_012200672.1_76	0.370747198214309	2.10531028975796	0.727567284126937
lcl|NW_012130065.1_mrna_XM_012200777.1_77	6.56345237594434	6.82442631876308	6.14969020928921
lcl|NW_012130065.1_mrna_XM_012200881.1_78	5.72865865082828	6.13053533777325	4.55385506068175
lcl|NW_012130065.1_mrna_XM_012200990.1_80	10.3371738034609	11.6530144764186	8.88853570030079
lcl|NW_012130065.1_mrna_XM_012201021.1_12	2.58989693053997	3.32659340717008	2.08616663942185
lcl|NW_012130065.1_mrna_XM_012201097.1_79	11.7055710490998	14.1376784989121	9.83186521729995
lcl|NW_012130065.1_mrna_XM_012201207.1_81	7.98978298440311	9.77789853271758	6.28554893450239
lcl|NW_012130065.1_mrna_XM_012201315.1_83	10.5581713598047	11.0434736574009	9.68528775939833
lcl|NW_012130065.1_mrna_XM_012201422.1_84	6.46342930008085	7.5993842383541	4.40849890430314
lcl|NW_012130065.1_mrna_XM_012201530.1_86	7.00370330282761	8.69401178628571	7.08124019005004
lcl|NW_012130065.1_mrna_XM_012201635.1_90	6.52497171028647	7.0737230837966	8.24331861309757
lcl|NW_012130065.1_mrna_XM_012201739.1_89	4.89583955751166	6.10078866329071	6.31329085749759
lcl|NW_012130065.1_mrna_XM_012201848.1_91	0.428573052623518	0.414483661796124	1.63383324433928
lcl|NW_012130065.1_mrna_XM_012201944.1_92	2.17120543594546	2.16306610768962	4.72708334939601
lcl|NW_012130065.1_mrna_XM_012202056.1_93	3.0152532092458	0.538226601984827	4.24578237616008
lcl|NW_012130065.1_mrna_XM_012202086.1_4	12.2411376432102	12.7503629479824	7.64161910150554
lcl|NW_012130065.1_mrna_XM_012202157.1_95	6.70621853418622	5.92797525491073	9.45356095670007
lcl|NW_012130065.1_mrna_XM_012202260.1_96	4.90560164087479	5.59787528781486	5.93170676231694
lcl|NW_012130065.1_mrna_XM_012202356.1_97	3.74421573562765	5.70317851633034	6.4165117502596
lcl|NW_012130065.1_mrna_XM_012202464.1_98	7.97626162110088	8.21542521552309	9.28700765479741
lcl|NW_012130065.1_mrna_XM_012202569.1_101	5.56512007233035	2.30576213080395	6.57273061569254
lcl|NW_012130065.1_mrna_XM_012202676.1_100	3.76825998965539	1.1630441512004	5.44640997111151
lcl|NW_012130065.1_mrna_XM_012202778.1_14	4.61109561044508	1.69903598248469	6.12265429002852
lcl|NW_012130065.1_mrna_XM_012202779.1_106	8.31940589835761	10.788742665968	6.37462789153756
lcl|NW_012130065.1_mrna_XM_012202890.1_105	9.3704339706983	12.400263741798	6.88331010749904
lcl|NW_012130065.1_mrna_XM_012202997.1_104	8.3660844697191	11.3033447059321	7.85508944793996
lcl|NW_012130065.1_mrna_XM_012203098.1_103	4.45222823800811	5.74774380387499	4.23305292221565
lcl|NW_012130065.1_mrna_XM_012203165.1_102	0.195974012742026	0	0.0250532590698605
lcl|NW_012130065.1_mrna_XM_012203262.1_110	4.39425403353076	6.38700889822192	4.29744627229808
lcl|NW_012130065.1_mrna_XM_012203355.1_111	4.6709639012472	4.60988338488342	3.52942421627074
lcl|NW_012130065.1_mrna_XM_012203458.1_112	6.57420626770411	7.1074895487035	6.00791541162379
lcl|NW_012130065.1_mrna_XM_012203566.1_113	6.75681621183437	7.46874316760068	5.51610516036242
lcl|NW_012130065.1_mrna_XM_012203664.1_114	0.552879716544066	1.1929653081814	0.478665625310968
lcl|NW_012130065.1_mrna_XM_012203767.1_115	5.67690481767246	5.95890367986559	3.78670134809584
lcl|NW_012130065.1_mrna_XM_012203805.1_16	2.07110435288831	4.6029513428324	3.95441452766799
lcl|NW_012130065.1_mrna_XM_012203869.1_116	4.33726699026355	5.71348079041215	4.85945502915181
lcl|NW_012130065.1_mrna_XM_012203977.1_117	7.00663282585566	7.71226804189086	9.52542971178629
lcl|NW_012130065.1_mrna_XM_012204083.1_118	6.9006375277641	8.04939216675596	10.5990368318599
lcl|NW_012130065.1_mrna_XM_012204192.1_120	5.434771523167	6.11845723230031	8.04414408981866
lcl|NW_012130065.1_mrna_XM_012204300.1_128	7.2751341349384	8.10002691280718	6.5062632577785
lcl|NW_012130065.1_mrna_XM_012204401.1_130	3.90477269616819	4.68385164195413	3.94437779623862
lcl|NW_012130065.1_mrna_XM_012204508.1_131	8.3568025510992	11.1942200528137	7.54027546194135
lcl|NW_012130065.1_mrna_XM_012204617.1_132	3.27327022819368	2.86357232400744	1.68364715039143
lcl|NW_012130065.1_mrna_XM_012204725.1_133	8.35826389513704	11.8136680627606	7.52056031807084
lcl|NW_012130065.1_mrna_XM_012204823.1_134	5.48177796705918	8.15569625795203	2.30835977768815
lcl|NW_012130065.1_mrna_XM_012204861.1_18	3.83703349645045	5.75990824998096	2.32952318854727
lcl|NW_012130065.1_mrna_XM_012204932.1_135	1.50459991549331	2.26758866973903	0.905049559124045
lcl|NW_012130065.1_mrna_XM_012205030.1_139	5.30359915098397	8.58788653916358	3.14411727226045
lcl|NW_012130065.1_mrna_XM_012205135.1_140	7.40573639983606	10.8840691487376	5.95616512414648
lcl|NW_012130065.1_mrna_XM_012205234.1_141	7.98341260596035	8.06033259336041	8.11626389090404
lcl|NW_012130065.1_mrna_XM_012205335.1_143	5.31272423295335	5.20270345540444	3.19847309657998
lcl|NW_012130065.1_mrna_XM_012205430.1_144	4.25380264460774	3.40514314193716	7.75968092271029
lcl|NW_012130065.1_mrna_XM_012205535.1_145	2.75483004237977	3.75621411500245	4.21118737059973
lcl|NW_012130065.1_mrna_XM_012205645.1_146	1.27690410603335	3.71067944541391	4.44458252467433
lcl|NW_012130065.1_mrna_XM_012205753.1_147	6.8019874873183	6.98436781983117	9.23120683865292
lcl|NW_012130065.1_mrna_XM_012205855.1_148	4.92289932795039	5.33438047922174	7.15437758297785
lcl|NW_012130065.1_mrna_XM_012205891.1_19	4.61658209673571	5.15858036756238	4.22181979886347
lcl|NW_012130065.1_mrna_XM_012205959.1_149	2.34260332044437	4.16036146858151	4.71134202799348
lcl|NW_012130065.1_mrna_XM_012206065.1_150	3.83662429091099	5.64777264253833	5.38013470955387
lcl|NW_012130065.1_mrna_XM_012206171.1_151	6.18591427365516	7.29608009043242	8.661470372608
lcl|NW_012130065.1_mrna_XM_012206271.1_154	0.927344869823333	1.22700986319176	1.15073922963109
lcl|NW_012130065.1_mrna_XM_012206376.1_155	5.5525154694981	6.07342480211538	4.1167392169851
lcl|NW_012130065.1_mrna_XM_012206484.1_156	7.49799285993458	8.75251280747584	7.42664894032018
lcl|NW_012130065.1_mrna_XM_012206593.1_158	8.75241858497116	8.80587197534219	9.88015913835229
lcl|NW_012130065.1_mrna_XM_012206691.1_157	8.66429513625396	9.66372430944183	5.03118067487258
