target_id	whole body	head	multiple whole body
lcl|NC_090128.1_miscrna_XR_010887913.1_4778	0.129833994664756	0.159497246017914	1.07622706742757
lcl|NC_090128.1_miscrna_XR_010887916.1_4455	NA	NA	0.958162195623117
lcl|NC_090128.1_miscrna_XR_010887917.1_4453	NA	0	0
lcl|NC_090128.1_miscrna_XR_010887918.1_4452	0.023236584610893	0	0
lcl|NC_090128.1_miscrna_XR_010887921.1_3052	3.06589875227453	4.02273004354003	5.35304892174668
lcl|NC_090128.1_miscrna_XR_010887922.1_3035	NA	0.635255664252932	1.40746015962668
lcl|NC_090128.1_miscrna_XR_010887923.1_3032	0.296700427470519	0.13019704994186	6.09079315131277e-05
lcl|NC_090128.1_miscrna_XR_010887924.1_3031	Inf	Inf	0
lcl|NC_090128.1_miscrna_XR_010887925.1_3028	0.165035145645546	0.140349027357227	0
lcl|NC_090128.1_miscrna_XR_010887926.1_3030	0.207057315204814	0.694858813261125	1.17076989796178e-09
lcl|NC_090128.1_miscrna_XR_010887927.1_3029	NA	Inf	0.611783047766844
lcl|NC_090128.1_miscrna_XR_010887928.1_3034	0.146729904474656	0.118581327827604	6.27664074372431e-09
lcl|NC_090128.1_miscrna_XR_010887929.1_3033	NA	0.0804794222730756	0.30076480275759
lcl|NC_090128.1_miscrna_XR_010887935.1_7245	NA	0.494046127843534	0.979614737444795
lcl|NC_090128.1_miscrna_XR_010887936.1_2741	NA	0.00129903120505079	0
lcl|NC_090128.1_miscrna_XR_010887937.1_2728	1.22245648174505	2.09381012505232	1.4596547592441
lcl|NC_090128.1_miscrna_XR_010887956.1_3253	Inf	0.0533299557518602	0.284852298835755
lcl|NC_090128.1_miscrna_XR_010887957.1_3252	0.102858395249051	0.15449538288991	1.6403637203833
lcl|NC_090128.1_miscrna_XR_010887960.1_4883	NA	0.863726715509491	0.778403360530142
lcl|NC_090128.1_miscrna_XR_010887961.1_4884	0.187565383955886	0.982926159602005	1.94580860841363
lcl|NC_090128.1_miscrna_XR_010887962.1_4903	NA	NA	1.75393581928156
lcl|NC_090128.1_miscrna_XR_010887963.1_4904	0.0220551442925057	0.303199358066804	0.433946360945015
lcl|NC_090128.1_miscrna_XR_010887966.1_4569	NA	0	0
lcl|NC_090128.1_miscrna_XR_010887967.1_4568	0	0	0
lcl|NC_090128.1_miscrna_XR_010887968.1_4597	NA	NA	0
lcl|NC_090128.1_miscrna_XR_010887969.1_4598	0.0111006714875534	0.0680677129225156	0.303944565333112
lcl|NC_090128.1_miscrna_XR_010887987.1_3410	0.0464236938817481	0.745206266954353	0.387999521314833
lcl|NC_090128.1_miscrna_XR_010887990.1_2806	0.224386171082854	0.248490050818769	0.803878138457996
lcl|NC_090128.1_miscrna_XR_010887991.1_2807	NA	0.770030286832197	2.05303800561534e-06
lcl|NC_090128.1_miscrna_XR_010887992.1_2798	0.0701040944805675	0.0420351941772433	0
lcl|NC_090128.1_miscrna_XR_010887994.1_3952	0.887694771295646	0.142508705192054	3.09457153567638
lcl|NC_090128.1_miscrna_XR_010887995.1_3951	Inf	Inf	2.90114056757806
lcl|NC_090128.1_miscrna_XR_010888008.1_3387	NA	0	0
lcl|NC_090128.1_miscrna_XR_010888009.1_3386	0.103133700856908	0.0508071702127837	0
lcl|NC_090128.1_miscrna_XR_010888010.1_3385	Inf	Inf	2.30236679764911
lcl|NC_090128.1_miscrna_XR_010888011.1_3384	1.16750939554163	0.341033852952937	0.519861097269564
lcl|NC_090128.1_miscrna_XR_010888012.1_3383	NA	Inf	1.22892886027986
lcl|NC_090128.1_miscrna_XR_010888013.1_3382	0.216522519039208	0	0
lcl|NC_090128.1_miscrna_XR_010888014.1_3392	1.04064811610333	2.32000072492092	2.03903875382362
lcl|NC_090128.1_miscrna_XR_010888015.1_3390	0.119902570529488	2.69835354508969	0.712193461463351
lcl|NC_090128.1_miscrna_XR_010888016.1_3381	NA	0.136133500319544	0.000116014063172289
lcl|NC_090128.1_miscrna_XR_010888031.1_4631	NA	0.191886945182761	0
lcl|NC_090128.1_miscrna_XR_010888032.1_4632	0.841539707052181	1.07844125072818	0
lcl|NC_090128.1_miscrna_XR_010888033.1_4634	0.724660686313882	0.811248654904794	3.20397861353341
lcl|NC_090128.1_miscrna_XR_010888034.1_4622	1.28460819888134	2.191925453085	2.53277162226956
lcl|NC_090128.1_miscrna_XR_010888036.1_2561	NA	0.498744591689032	2.78621980006193
lcl|NC_090128.1_miscrna_XR_010888038.1_4260	0.0678977733325433	2.84845943927735	0.253141552821361
lcl|NC_090128.1_miscrna_XR_010888039.1_4283	NA	NA	0
lcl|NC_090128.1_miscrna_XR_010888040.1_4282	0	0	0.304979244738506
lcl|NC_090128.1_miscrna_XR_010888041.1_4284	0.973972049176778	1.93942595574553	0.75857664720006
lcl|NC_090128.1_miscrna_XR_010888042.1_4285	NA	0.204157677724489	0.291501248257888
lcl|NC_090128.1_miscrna_XR_010888043.1_4278	0.365896156377439	2.23576043136719	1.17197100673069
lcl|NC_090128.1_miscrna_XR_010888044.1_4281	NA	Inf	2.55784836918583
lcl|NC_090128.1_miscrna_XR_010888045.1_4279	NA	1.82776129976947	0.143002469688408
lcl|NC_090128.1_miscrna_XR_010888046.1_4276	0.0805682326385819	1.24733732423023	0.73350859494792
lcl|NC_090128.1_miscrna_XR_010888047.1_4273	NA	Inf	0.426149738378892
lcl|NC_090128.1_miscrna_XR_010888048.1_4274	0.0107335847535806	0.0895418539865782	0
lcl|NC_090128.1_miscrna_XR_010888049.1_4272	0.189381833560965	1.28415149093094	2.03020636879402
lcl|NC_090128.1_miscrna_XR_010888050.1_4275	Inf	NA	0.144814883342401
lcl|NC_090128.1_miscrna_XR_010888051.1_4269	Inf	2.13350314722044	1.41830573625173
lcl|NC_090128.1_miscrna_XR_010888052.1_4268	0.079504514262729	0.122005532760518	1.21910940834235e-06
lcl|NC_090128.1_miscrna_XR_010888053.1_4270	0.155963195468415	0.426896142905148	0.0497368629290367
lcl|NC_090128.1_miscrna_XR_010888054.1_4265	NA	Inf	0.601051164010341
lcl|NC_090128.1_miscrna_XR_010888055.1_4263	NA	1.95770493456876	0.199152339550434
lcl|NC_090128.1_miscrna_XR_010888056.1_4264	0.0398499657083976	0.299035977342859	0
lcl|NC_090128.1_miscrna_XR_010888057.1_4262	0.209511359547956	1.07514508299306	1.63330784511798
lcl|NC_090128.1_miscrna_XR_010888058.1_4266	0.0390708113275272	0.546696487801328	0.224337220099666
lcl|NC_090128.1_miscrna_XR_010888063.1_3495	Inf	Inf	1.18394207639351
lcl|NC_090128.1_miscrna_XR_010888064.1_3494	0.0258262457796697	0.00527664005163739	0
lcl|NC_090128.1_miscrna_XR_010888066.1_5187	NA	Inf	2.51271530268693
lcl|NC_090128.1_miscrna_XR_010888067.1_5181	Inf	Inf	1.65717621988573
lcl|NC_090128.1_miscrna_XR_010888068.1_5186	0.137530231970935	0.0372012306538817	0
lcl|NC_090128.1_miscrna_XR_010888069.1_5189	Inf	Inf	1.02261347464661
lcl|NC_090128.1_miscrna_XR_010888070.1_4744	0.416857302355082	4.60699576683913	1.16317206905362
lcl|NC_090128.1_miscrna_XR_010888072.1_2491	NA	0.0175065489533671	0
lcl|NC_090128.1_miscrna_XR_010888073.1_2489	NA	0.0101679843100078	0.000148163265978668
lcl|NC_090128.1_miscrna_XR_010888084.1_2993	NA	0.847903966485333	0.861436310175226
lcl|NC_090128.1_miscrna_XR_010888085.1_2995	NA	2.24497941392845	0.730972228933245
lcl|NC_090128.1_miscrna_XR_010888089.1_3825	Inf	Inf	3.49707484872013
lcl|NC_090128.1_miscrna_XR_010888090.1_2635	NA	Inf	0
lcl|NC_090128.1_miscrna_XR_010888091.1_2639	NA	0.020682866415927	0
lcl|NC_090128.1_miscrna_XR_010888092.1_2640	0.0440713422266581	0.596713986873088	0
lcl|NC_090128.1_miscrna_XR_010888093.1_2638	0.615621257665433	2.12064649739209	0.687123045359988
lcl|NC_090128.1_miscrna_XR_010888094.1_2629	Inf	NA	0
lcl|NC_090128.1_miscrna_XR_010888095.1_2630	0.16570557855665	1.39236634972197	1.14801291123823
lcl|NC_090128.1_miscrna_XR_010888096.1_2631	Inf	3.16212946940027	2.78212025879111
lcl|NC_090128.1_miscrna_XR_010888097.1_2627	NA	NA	0.333046705694392
lcl|NC_090128.1_miscrna_XR_010888098.1_2628	0.43166726307008	1.35093367161559	0.708862523423151
lcl|NC_090128.1_miscrna_XR_010888099.1_2626	0	0	0
lcl|NC_090128.1_miscrna_XR_010888100.1_2625	NA	1.43924425047954	0
lcl|NC_090128.1_miscrna_XR_010888104.1_5723	NA	NA	1.15446544932363
lcl|NC_090128.1_miscrna_XR_010888105.1_5720	0.0144772025066301	0.328336183532352	2.37559396721459
lcl|NC_090128.1_miscrna_XR_010888106.1_5721	NA	Inf	0.511078682906966
lcl|NC_090128.1_miscrna_XR_010888107.1_5722	0.469889489265164	0.458880567841637	0.612939575227599
lcl|NC_090128.1_miscrna_XR_010888108.1_5726	0.365694720874577	0.248559572177218	0
lcl|NC_090128.1_miscrna_XR_010888109.1_5728	0.326061282720929	0.536322881664176	0
lcl|NC_090128.1_miscrna_XR_010888110.1_5727	NA	0.386561736760855	2.14066379293666
lcl|NC_090128.1_miscrna_XR_010888111.1_4460	0.305553755919117	0.156932078778178	1.34305402547431
lcl|NC_090128.1_miscrna_XR_010888115.1_1657	Inf	0.896408342724312	2.39999090678724
lcl|NC_090128.1_miscrna_XR_010888124.1_5619	NA	NA	0.253707338798389
lcl|NC_090128.1_miscrna_XR_010888127.1_5742	1.08460507981919	2.63631380403826	1.56390770932059
lcl|NC_090128.1_miscrna_XR_010888131.1_2339	NA	2.03562276871211	1.26999098338181
lcl|NC_090128.1_miscrna_XR_010888132.1_2341	NA	0.825532535041662	0.807946652644205
lcl|NC_090128.1_miscrna_XR_010888133.1_2338	0.137280523401555	0.474879393546901	0
lcl|NC_090128.1_miscrna_XR_010888134.1_2340	0.00635837702595417	0.178653942631176	0
lcl|NC_090128.1_miscrna_XR_010888141.1_2317	Inf	3.51737999576157	3.47231542650451
lcl|NC_090128.1_miscrna_XR_010888142.1_2318	1.55157691334345	3.913478635059	2.82618279792925
lcl|NC_090128.1_miscrna_XR_010888143.1_2319	NA	Inf	0.745309689783566
lcl|NC_090128.1_miscrna_XR_010888144.1_6232	1.25240169574179	3.54217933948652	3.25454271869124
lcl|NC_090128.1_miscrna_XR_010888145.1_6233	NA	NA	1.13222762393431
lcl|NC_090128.1_miscrna_XR_010888150.1_6022	0.473989593388628	0	0.229540621077241
lcl|NC_090128.1_miscrna_XR_010888154.1_2412	0.328646049829077	2.08507017917662e-05	0
lcl|NC_090128.1_miscrna_XR_010888155.1_2409	Inf	NA	1.72394003540294
lcl|NC_090128.1_miscrna_XR_010888173.1_2710	0.291528333724619	0	0.206362069722903
lcl|NC_090128.1_miscrna_XR_010888174.1_2709	NA	1.42144857097628e-06	1.32045957529602
lcl|NC_090128.1_miscrna_XR_010888175.1_2528	0.0232594977952962	0.0218450045233251	0.389501766564613
lcl|NC_090128.1_miscrna_XR_010888176.1_2527	Inf	Inf	0.0962646241782069
lcl|NC_090128.1_miscrna_XR_010888177.1_2538	0.314273915173373	1.41491718612862	3.14962846811332
lcl|NC_090128.1_miscrna_XR_010888186.1_2353	Inf	NA	0.952772427818684
lcl|NC_090128.1_miscrna_XR_010888189.1_64	3.53624132332429	0.892736757155449	4.14368320574698
lcl|NC_090128.1_miscrna_XR_010888190.1_111	NA	2.31558883322945	1.84190897640302
lcl|NC_090128.1_miscrna_XR_010888191.1_48	1.58103807896235	0.734288454860147	0.890676059239332
lcl|NC_090128.1_miscrna_XR_010888192.1_252	4.38724731162182	3.04142325712535	1.55861021690857
lcl|NC_090128.1_miscrna_XR_010888193.1_250	3.2189868890606	0.18778955784217	0.768739162381341
lcl|NC_090128.1_miscrna_XR_010888194.1_119	Inf	6.55339135334975	4.37954839454526
lcl|NC_090128.1_miscrna_XR_010888195.1_120	4.59526911578641	8.4203806422596	5.6555038968237
lcl|NC_090128.1_miscrna_XR_010888196.1_134	0.117004087503427	0.0123958743441153	0
lcl|NC_090128.1_miscrna_XR_010888197.1_129	Inf	1.63610760358966	1.81089588609191
lcl|NC_090128.1_miscrna_XR_010888198.1_130	0.292098559786449	1.1211311727061	0.433822606083857
lcl|NC_090128.1_miscrna_XR_010888199.1_131	Inf	Inf	0.54057805766752
lcl|NC_090128.1_miscrna_XR_010888200.1_128	0.311927994359473	0.570524761057255	0
lcl|NC_090128.1_miscrna_XR_010888201.1_132	0.0987031442792706	0.214884699211608	0.0706889161576724
lcl|NC_090128.1_miscrna_XR_010888202.1_136	0.474639568881821	0.871667768603488	0
lcl|NC_090128.1_miscrna_XR_010888203.1_262	4.70120290431996	7.51051786497391	4.86072569174882
lcl|NC_090128.1_miscrna_XR_010888204.1_66	0.344216648965374	0.871694273819872	0.667636036953156
lcl|NC_090128.1_miscrna_XR_010888219.1_2817	Inf	Inf	2.36459024514391
lcl|NC_090128.1_miscrna_XR_010888220.1_2814	0.959037638475697	0.500733780607772	0.383496561842053
lcl|NC_090128.1_miscrna_XR_010888229.1_2761	Inf	NA	0.890676167611406
lcl|NC_090128.1_miscrna_XR_010888230.1_2760	0.0810180230256514	0.0617213504078797	0.0855210244156027
lcl|NC_090128.1_miscrna_XR_010888236.1_4255	NA	0.00402242078282338	0.614867219334028
lcl|NC_090128.1_miscrna_XR_010888254.1_2826	0.0551149063283416	0.0331784552408892	0.869590208669218
lcl|NC_090128.1_miscrna_XR_010888255.1_4293	NA	0.0260874678769407	0
lcl|NC_090128.1_miscrna_XR_010888257.1_6611	NA	NA	1.5801583573575
lcl|NC_090128.1_miscrna_XR_010888259.1_2586	0.00722886368885437	0	0.000123306756450178
lcl|NC_090128.1_miscrna_XR_010888260.1_2588	0.00174671431519612	0	0.385590687069888
lcl|NC_090128.1_miscrna_XR_010888261.1_2587	NA	NA	0.451529331147798
lcl|NC_090128.1_miscrna_XR_010888262.1_2590	0.0608882356916946	0.0353650024303199	5.50614738907454e-06
lcl|NC_090128.1_miscrna_XR_010888263.1_2589	NA	NA	1.11651746763581e-09
lcl|NC_090128.1_miscrna_XR_010888264.1_3201	NA	NA	1.14471059584576
lcl|NC_090128.1_miscrna_XR_010888436.1_6574	0.20305685558927	0	0.228137633207867
lcl|NC_090128.1_miscrna_XR_010888437.1_6575	Inf	NA	0.482913308992359
lcl|NC_090128.1_miscrna_XR_010888471.1_2204	1.91700532991496	1.59803404456135	2.35613117014796
lcl|NC_090128.1_miscrna_XR_010888500.1_5027	NA	0.0773565106143991	0
lcl|NC_090128.1_miscrna_XR_010888501.1_5026	0.101657969056857	0.101517424721296	1.72675638869027
lcl|NC_090128.1_miscrna_XR_010888531.1_2422	0.425806016926949	0.00533585265548859	1.75727455686515
lcl|NC_090128.1_miscrna_XR_010888532.1_2423	NA	NA	0
lcl|NC_090128.1_miscrna_XR_010888540.1_6729	NA	Inf	0.549076473566599
lcl|NC_090128.1_miscrna_XR_010888543.1_3525	NA	Inf	0
lcl|NC_090128.1_miscrna_XR_010888573.1_2613	NA	NA	0
lcl|NC_090128.1_miscrna_XR_010888574.1_2615	NA	0.00291759697459876	0.125811663690506
lcl|NC_090128.1_miscrna_XR_010888575.1_2612	0.0441943884526803	0.0055615325400157	0
lcl|NC_090128.1_miscrna_XR_010888578.1_2610	0.0482477436210415	0.01110523488755	0
lcl|NC_090128.1_miscrna_XR_010888581.1_2611	NA	NA	0.912062415952202
lcl|NC_090128.1_miscrna_XR_010888714.1_5899	NA	6.62715453397703	3.34716516162425
lcl|NC_090128.1_miscrna_XR_010888753.1_4428	2.16028265180304	1.99926791888703	4.61489853137897
lcl|NC_090128.1_miscrna_XR_010888762.1_3480	0.0751545753153766	0.149878232812005	9.88106283292018e-05
lcl|NC_090128.1_miscrna_XR_010888779.1_2771	Inf	Inf	0.428077866081219
lcl|NC_090128.1_miscrna_XR_010889041.1_3518	0.363487886028466	0.169680899579783	0
lcl|NC_090128.1_miscrna_XR_010889147.1_6264	1.09889523742903	1.46338948394877	1.81749741538199
lcl|NC_090128.1_miscrna_XR_010889148.1_6261	Inf	0.51725444784523	0.915316246852068
lcl|NC_090128.1_miscrna_XR_010889149.1_6262	0.126552178662425	0.0721458937729155	0.632727144729842
lcl|NC_090128.1_miscrna_XR_010889150.1_6263	NA	0.250732824812233	1.09806781352733e-09
lcl|NC_090128.1_miscrna_XR_010889225.1_6294	0.162154093183598	0.263945075261305	0.589723756792056
lcl|NC_090128.1_miscrna_XR_010889226.1_6295	Inf	0.991832794871627	0.770885625021099
lcl|NC_090128.1_miscrna_XR_010889227.1_6296	0.561295208348168	1.55238055553528	0.91508069846022
lcl|NC_090128.1_miscrna_XR_010889228.1_6293	NA	6.52997173018409e-11	0
lcl|NC_090128.1_miscrna_XR_010889241.1_6382	0.417485767946273	0.138324365345753	1.90559715310874
lcl|NC_090128.1_miscrna_XR_010889242.1_6384	0.350734371514304	0.414516818379447	8.47714405797407e-09
lcl|NC_090128.1_miscrna_XR_010889249.1_6297	Inf	Inf	0.713322681079654
