target_id	central brain	whole brains	neuronal cultures
lcl|NW_012130065.1_mrna_XM_012198981.1_502	8.3528686478191	7.60171954674813	6.55255687903406
lcl|NW_012130065.1_mrna_XM_012198992.1_503	5.31389162291398	5.60774463945145	4.17100847743697
lcl|NW_012130065.1_mrna_XM_012199003.1_504	8.98338365180299	7.99536301015695	8.27822312588586
lcl|NW_012130065.1_mrna_XM_012199014.1_505	4.42400214470936	4.51799307899224	4.93803279002424
lcl|NW_012130065.1_mrna_XM_012199024.1_507	5.16810508727301	6.10382718246477	5.30433954983635
lcl|NW_012130065.1_mrna_XM_012199035.1_509	8.37631010524483	6.79158580470449	3.44058631430618
lcl|NW_012130065.1_mrna_XM_012199046.1_510	6.63788336784609	5.44067118159925	5.77501328114663
lcl|NW_012130065.1_mrna_XM_012199057.1_511	1.44147035022744	0.800244340116042	1.85603947320955
lcl|NW_012130065.1_mrna_XM_012199068.1_513	7.95881715073782	7.87021482156062	8.19705414537477
lcl|NW_012130065.1_mrna_XM_012199078.1_514	7.11182186016424	7.62487536288009	7.31902323713175
lcl|NW_012130065.1_mrna_XM_012199083.1_55	3.80313889522268	5.78599079102086	4.84687767260723
lcl|NW_012130065.1_mrna_XM_012199090.1_515	5.98796452264222	6.2571896841098	6.22825382522788
lcl|NW_012130065.1_mrna_XM_012199101.1_516	0.744624293950727	0.946138203418785	0.419471737748758
lcl|NW_012130065.1_mrna_XM_012199112.1_518	6.26768066189986	6.84972823519068	6.74619776992057
lcl|NW_012130065.1_mrna_XM_012199123.1_519	9.89138061568405	9.60319345945338	8.66237950823758
lcl|NW_012130065.1_mrna_XM_012199135.1_1	7.08314056877035	7.79788529737811	4.28172704378072
lcl|NW_012130065.1_mrna_XM_012199146.1_2	3.16403303563011	0.648799942326153	0.966128279821167
lcl|NW_012130065.1_mrna_XM_012199156.1_3	4.38098692371055	3.54656564189114	5.20280918426251
lcl|NW_012130065.1_mrna_XM_012199166.1_5	7.3998878554729	7.23410578193887	6.04012623256197
lcl|NW_012130065.1_mrna_XM_012199177.1_6	3.49657028150944	3.87347338484567	2.37844582518252
lcl|NW_012130065.1_mrna_XM_012199188.1_11	2.92185453092026	4.53472153705457	4.21759523181255
lcl|NW_012130065.1_mrna_XM_012199192.1_56	1.1443887610934	3.14418951195104	1.62090621251452
lcl|NW_012130065.1_mrna_XM_012199200.1_15	5.42215369689896	8.11733962461599	6.3452182185352
lcl|NW_012130065.1_mrna_XM_012199211.1_17	3.93342301782024	8.10842064801243	5.25935518615759
lcl|NW_012130065.1_mrna_XM_012199221.1_23	0.395587505607765	2.26104738940123	1.18302710192342
lcl|NW_012130065.1_mrna_XM_012199232.1_24	4.52176670631758	8.45692290582572	2.37385475291
lcl|NW_012130065.1_mrna_XM_012199243.1_34	7.69402472028312	8.91454870341827	7.31222760279532
lcl|NW_012130065.1_mrna_XM_012199254.1_38	4.69399064307539	9.246575845287	5.42353283182781
lcl|NW_012130065.1_mrna_XM_012199264.1_39	4.82096981848035	9.67241016506508	5.77183017476796
lcl|NW_012130065.1_mrna_XM_012199275.1_43	4.19782207722675	6.80922506477525	2.41840227765258
lcl|NW_012130065.1_mrna_XM_012199286.1_46	6.5127172337619	8.75738337761099	5.90100297277232
lcl|NW_012130065.1_mrna_XM_012199293.1_48	0.338139793455066	1.06694146560701	2.72697566846281
lcl|NW_012130065.1_mrna_XM_012199298.1_60	4.22848111691091	8.13841054957889	11.2546490576201
lcl|NW_012130065.1_mrna_XM_012199305.1_49	3.61825020240923	6.95030810265507	7.37621086796133
lcl|NW_012130065.1_mrna_XM_012199315.1_57	3.59415905486863	6.64012295370399	2.58946198111798
lcl|NW_012130065.1_mrna_XM_012199326.1_58	3.46208056415291	6.04506151360045	6.23923765453546
lcl|NW_012130065.1_mrna_XM_012199338.1_59	4.45644907509959	6.95891578984668	10.1209118771494
lcl|NW_012130065.1_mrna_XM_012199357.1_62	6.10458871317839	8.31664892163565	8.38260306377098
lcl|NW_012130065.1_mrna_XM_012199368.1_66	5.2886365771342	7.95798053167497	7.47242273811824
lcl|NW_012130065.1_mrna_XM_012199388.1_82	8.11244328497662	8.74024952338693	12.1599986700745
lcl|NW_012130065.1_mrna_XM_012199398.1_85	5.80771249751637	6.08140030771557	11.4609416288845
lcl|NW_012130065.1_mrna_XM_012199399.1_61	4.80287136674788	7.82858459658449	8.11428110831199
lcl|NW_012130065.1_mrna_XM_012199404.1_87	5.11041934741814	6.97266476938158	9.02756579952429
lcl|NW_012130065.1_mrna_XM_012199412.1_88	4.47969117167239	6.34173448169034	9.30174371940418
lcl|NW_012130065.1_mrna_XM_012199423.1_94	3.27556757935242	2.92099504214144	9.60282297467459
lcl|NW_012130065.1_mrna_XM_012199440.1_99	0.764615862173545	0.219989258739305	3.27121264923084
lcl|NW_012130065.1_mrna_XM_012199448.1_107	7.33713242955358	6.29095044697845	6.0697298052381
lcl|NW_012130065.1_mrna_XM_012199458.1_108	6.90641121673111	6.1916779600366	6.18615404220911
lcl|NW_012130065.1_mrna_XM_012199468.1_109	2.28984058812525	1.00981675790177	1.07138710182019
lcl|NW_012130065.1_mrna_XM_012199479.1_119	1.82411151279165	1.07474168828763	1.1844291660083
lcl|NW_012130065.1_mrna_XM_012199490.1_121	0.189078909858373	0.0160058438665347	0
lcl|NW_012130065.1_mrna_XM_012199495.1_63	5.5460184967312	9.09350841808201	10.488427636602
lcl|NW_012130065.1_mrna_XM_012199502.1_122	8.75040684478656	8.84498496986097	8.8986407800617
lcl|NW_012130065.1_mrna_XM_012199513.1_123	4.08350011168106	3.55505797263537	2.05124668762858
lcl|NW_012130065.1_mrna_XM_012199524.1_124	7.89730242341876	7.12954981278946	6.69884542013348
lcl|NW_012130065.1_mrna_XM_012199535.1_125	3.4060091731481	3.95292759134336	4.97225560063048
lcl|NW_012130065.1_mrna_XM_012199547.1_126	0.844964654175382	0.797973516524965	0.38581529568443
lcl|NW_012130065.1_mrna_XM_012199558.1_127	0.00167386261973578	0	0
lcl|NW_012130065.1_mrna_XM_012199569.1_129	0.725635443533443	0.553380573271844	0.25319115677644
lcl|NW_012130065.1_mrna_XM_012199580.1_136	0.322898065865356	0.0801830926817477	0
lcl|NW_012130065.1_mrna_XM_012199591.1_137	1.19182715279041	0.664250139326186	0.681081389328589
lcl|NW_012130065.1_mrna_XM_012199602.1_138	0.594240315469863	1.20238289545522	0.867176648144009
lcl|NW_012130065.1_mrna_XM_012199607.1_64	4.21434040886737	7.54583566115872	9.89489779203678
lcl|NW_012130065.1_mrna_XM_012199614.1_142	3.27841466488529	5.12890091692588	5.29746361638605
lcl|NW_012130065.1_mrna_XM_012199625.1_152	2.39362906722958	1.19831687265411	0.701458476954465
lcl|NW_012130065.1_mrna_XM_012199636.1_153	1.16960631973736	0.884822311941393	0.857153225482176
lcl|NW_012130065.1_mrna_XM_012199647.1_171	5.32919875308962	3.56308633730571	7.58405106660172
lcl|NW_012130065.1_mrna_XM_012199658.1_173	5.93835004105139	4.50484977154679	5.48191555881826
lcl|NW_012130065.1_mrna_XM_012199670.1_175	0.113852732969912	0.0604095427716211	0.442813889311949
lcl|NW_012130065.1_mrna_XM_012199681.1_176	0.00767006623053051	0	0.69805011526826
lcl|NW_012130065.1_mrna_XM_012199692.1_177	0.104332781928343	0.00599100464080946	0.0686728744635199
lcl|NW_012130065.1_mrna_XM_012199703.1_178	0.181051657931493	0.502575777394546	0.0479054473286887
lcl|NW_012130065.1_mrna_XM_012199713.1_179	0.181179180870718	0	0
lcl|NW_012130065.1_mrna_XM_012199714.1_65	6.37825334011769	9.15049236671659	8.95567200771868
lcl|NW_012130065.1_mrna_XM_012199715.1_180	1.28022377211345	0.906247224813292	0
lcl|NW_012130065.1_mrna_XM_012199726.1_181	1.65226698194513	2.03076749621387	0
lcl|NW_012130065.1_mrna_XM_012199737.1_182	0.541454910692945	0.559564664760196	0
lcl|NW_012130065.1_mrna_XM_012199748.1_183	0.0875441339500825	0.0145435164783548	0.0159083419019192
lcl|NW_012130065.1_mrna_XM_012199759.1_184	0.369428699226672	0.0915477964690453	0.0957615533056767
lcl|NW_012130065.1_mrna_XM_012199770.1_190	3.379320418086	3.06768605783412	2.10126891403213
lcl|NW_012130065.1_mrna_XM_012199781.1_192	3.94861481175153	4.16709414656244	5.39486652430241
lcl|NW_012130065.1_mrna_XM_012199802.1_199	5.45508431181044	5.6954780738363	5.75882912341502
lcl|NW_012130065.1_mrna_XM_012199813.1_203	3.45008277928284	3.79873078627794	5.06954640918461
lcl|NW_012130065.1_mrna_XM_012199817.1_67	0.644918910461834	2.5376994445712	3.10846030965268
lcl|NW_012130065.1_mrna_XM_012199825.1_206	0.746664928320512	0.348238517035203	0.901739570948141
lcl|NW_012130065.1_mrna_XM_012199836.1_208	0.318508111799135	0.16377257495762	0.438991828618645
lcl|NW_012130065.1_mrna_XM_012199847.1_209	0.126142494925653	0.611125727306136	0.851647792895832
lcl|NW_012130065.1_mrna_XM_012199858.1_211	3.76272766312249	5.98291990282633	3.89856754145301
lcl|NW_012130065.1_mrna_XM_012199869.1_217	0.160796815631124	0	0.608188123072382
lcl|NW_012130065.1_mrna_XM_012199881.1_220	1.81510041353379	5.18718800094799	3.45088182099556
lcl|NW_012130065.1_mrna_XM_012199892.1_223	0.0909450708358954	0.585535836321289	0.0102546216279354
lcl|NW_012130065.1_mrna_XM_012199903.1_225	2.9114482522002	6.19062144352293	5.57464869171078
lcl|NW_012130065.1_mrna_XM_012199914.1_226	1.48232817778916	0.799869723585452	0
lcl|NW_012130065.1_mrna_XM_012199924.1_227	2.27578341784252	5.46689429181089	0.631789386046685
lcl|NW_012130065.1_mrna_XM_012199928.1_69	0.926070768029439	3.26894750323256	1.10963227484528
lcl|NW_012130065.1_mrna_XM_012199936.1_228	2.25848325051129	5.71779932811853	1.78559633077845
lcl|NW_012130065.1_mrna_XM_012199947.1_231	5.39575916050026	8.75759896318656	5.8728851582715
lcl|NW_012130065.1_mrna_XM_012199957.1_232	5.90549690720364	8.74994167621099	6.70849204421613
lcl|NW_012130065.1_mrna_XM_012199964.1_10	9.38282836096207	11.4419514982449	9.26773040246275
lcl|NW_012130065.1_mrna_XM_012199988.1_234	0.876943707748602	3.23067007282229	1.90256247192997
lcl|NW_012130065.1_mrna_XM_012199994.1_237	1.4862611726545	4.15572370146172	3.04642237965198
lcl|NW_012130065.1_mrna_XM_012200005.1_240	3.09341821713392	5.20205326320885	3.2172087094783
lcl|NW_012130065.1_mrna_XM_012200015.1_241	3.42375003018071	7.56814514660265	7.19973521112651
lcl|NW_012130065.1_mrna_XM_012200026.1_245	0.247113516253666	1.71868208255084	4.66044698703408
lcl|NW_012130065.1_mrna_XM_012200030.1_70	5.45877908454481	7.28548558705559	4.1273683454941
lcl|NW_012130065.1_mrna_XM_012200048.1_266	6.52322715139506	7.4401594254112	5.04792432651498
lcl|NW_012130065.1_mrna_XM_012200059.1_269	0.112347163273202	0	0.298924208567453
lcl|NW_012130065.1_mrna_XM_012200070.1_278	6.52600923752465	7.2132541098585	9.5870137978873
lcl|NW_012130065.1_mrna_XM_012200080.1_280	4.24436133032817	6.5879674327967	9.76837603966441
lcl|NW_012130065.1_mrna_XM_012200089.1_281	4.98931430433771	7.27659925458547	9.50757779901888
lcl|NW_012130065.1_mrna_XM_012200110.1_286	3.90643347334732	5.3775584660135	8.75408664559858
lcl|NW_012130065.1_mrna_XM_012200121.1_289	6.44289269671254	7.73356218885267	12.0568564271145
lcl|NW_012130065.1_mrna_XM_012200132.1_290	2.74493925410136	2.64762385057343	1.63124525858974
lcl|NW_012130065.1_mrna_XM_012200137.1_71	8.94293352713593	8.45460338400885	8.69592420241262
lcl|NW_012130065.1_mrna_XM_012200144.1_291	1.37374049020141	0.850449510588543	0.638295339575891
lcl|NW_012130065.1_mrna_XM_012200155.1_292	8.68848608311586	5.87104179856611	9.85527741434692
lcl|NW_012130065.1_mrna_XM_012200166.1_294	1.78334026935426	0.845533593418603	2.29017984768309
lcl|NW_012130065.1_mrna_XM_012200176.1_304	0.18113881510018	0.122114554260767	0.155740525150327
lcl|NW_012130065.1_mrna_XM_012200185.1_315	8.10385567639436	7.38761413576573	7.23484855856081
lcl|NW_012130065.1_mrna_XM_012200196.1_321	4.47149331219683	5.08119171825845	2.60292234067936
lcl|NW_012130065.1_mrna_XM_012200206.1_323	7.47964555218595	8.39560858687816	7.42720989851732
lcl|NW_012130065.1_mrna_XM_012200217.1_324	7.89011469098129	7.15054941275505	8.45495605285904
lcl|NW_012130065.1_mrna_XM_012200229.1_327	3.54817654904903	4.42707135182879	5.94085145849303
lcl|NW_012130065.1_mrna_XM_012200240.1_333	5.00553981412897	5.56490634431635	4.63203869944282
lcl|NW_012130065.1_mrna_XM_012200244.1_72	4.20611155535666	5.3640841886985	5.8103023425338
lcl|NW_012130065.1_mrna_XM_012200252.1_339	7.67766330398688	8.39238580664878	9.25543970627764
lcl|NW_012130065.1_mrna_XM_012200263.1_344	3.93702108133763	5.93781670487205	5.02998710901315
lcl|NW_012130065.1_mrna_XM_012200274.1_345	1.40579710558981	1.69693645479792	2.01156420854636
lcl|NW_012130065.1_mrna_XM_012200295.1_350	2.55999575987965	2.00122762061964	1.96227791058314
lcl|NW_012130065.1_mrna_XM_012200307.1_366	0.140763996467856	0.511607695709915	0.0491368877522976
lcl|NW_012130065.1_mrna_XM_012200318.1_370	4.77568183778198	4.6836496106229	4.7172828958681
lcl|NW_012130065.1_mrna_XM_012200329.1_372	5.39994699731995	6.03229636440768	4.16103391437773
lcl|NW_012130065.1_mrna_XM_012200350.1_383	3.5522713285542	3.3421946517197	1.94127787432249
lcl|NW_012130065.1_mrna_XM_012200354.1_73	4.73017211042484	7.14253134107359	4.27892454842727
lcl|NW_012130065.1_mrna_XM_012200363.1_386	4.91932138037059	4.70544668854088	5.23502556194992
lcl|NW_012130065.1_mrna_XM_012200374.1_388	5.96940579555347	6.17508523697469	3.42313881088109
lcl|NW_012130065.1_mrna_XM_012200384.1_389	2.71324330624071	3.2890686317334	4.60446121256869
lcl|NW_012130065.1_mrna_XM_012200395.1_393	3.9445034693609	4.22746758610317	0.324369903636091
lcl|NW_012130065.1_mrna_XM_012200405.1_395	7.30508843621375	7.63617975134467	8.66873328935081
lcl|NW_012130065.1_mrna_XM_012200414.1_402	6.92776750799299	8.51514448418963	6.98083359802495
lcl|NW_012130065.1_mrna_XM_012200425.1_405	3.81894384430617	7.16431221012463	4.94073156937359
lcl|NW_012130065.1_mrna_XM_012200436.1_415	3.94472369702917	8.64295285694319	4.86489105844672
lcl|NW_012130065.1_mrna_XM_012200446.1_419	4.71469139393131	9.63244721528667	6.15071319122692
lcl|NW_012130065.1_mrna_XM_012200453.1_421	1.06417729985506	3.82392617227722	0.341565851576343
lcl|NW_012130065.1_mrna_XM_012200457.1_74	5.10879754046053	5.87688573485786	0.938807796204681
lcl|NW_012130065.1_mrna_XM_012200465.1_426	5.32553132412823	8.80125478491913	6.38439605915817
lcl|NW_012130065.1_mrna_XM_012200476.1_427	5.6058026461337	8.8765783908045	6.67662730496875
lcl|NW_012130065.1_mrna_XM_012200497.1_440	6.2804613413954	10.1293875063359	11.5721068165851
lcl|NW_012130065.1_mrna_XM_012200508.1_451	0.640483802409371	2.84395883873891	6.91019626492005
lcl|NW_012130065.1_mrna_XM_012200518.1_472	5.88464040347411	7.22084057683346	9.18908328464935
lcl|NW_012130065.1_mrna_XM_012200528.1_475	4.06420179716546	6.46573225860903	8.37762409566595
lcl|NW_012130065.1_mrna_XM_012200538.1_480	5.38992901284188	6.73230540369342	9.62760590323548
lcl|NW_012130065.1_mrna_XM_012200549.1_482	4.68178689253349	6.19076886913726	10.5866601393525
lcl|NW_012130065.1_mrna_XM_012200560.1_485	0.992722815814009	0.804729624241845	7.99763810238587
lcl|NW_012130065.1_mrna_XM_012200564.1_75	2.6563500072316	4.09862989276241	3.50286605408143
lcl|NW_012130065.1_mrna_XM_012200572.1_501	5.85670923512411	5.27248281536454	4.63011715247508
lcl|NW_012130065.1_mrna_XM_012200583.1_506	4.46958158244898	4.69421643210124	6.75680767381759
lcl|NW_012130065.1_mrna_XM_012200594.1_508	4.60657212455526	5.63168947310828	4.87975050453576
lcl|NW_012130065.1_mrna_XM_012200606.1_512	5.62551685252286	5.66127480224248	6.13042244389685
lcl|NW_012130065.1_mrna_XM_012200617.1_517	5.13516959301062	3.25338669682349	4.21671477034636
lcl|NW_012130065.1_mrna_XM_012200672.1_76	0.341786473771412	2.63820851279224	0.779761762589928
lcl|NW_012130065.1_mrna_XM_012200777.1_77	7.26072974080396	7.7174603922916	7.5883812442629
lcl|NW_012130065.1_mrna_XM_012200881.1_78	5.32387907558086	6.40111968543336	6.49320691385773
lcl|NW_012130065.1_mrna_XM_012200990.1_80	8.64720884097306	9.05900297794863	9.3440936683382
lcl|NW_012130065.1_mrna_XM_012201021.1_12	3.32977491266615	5.47042472340541	5.39935326995136
lcl|NW_012130065.1_mrna_XM_012201097.1_79	9.79008178535581	10.4165341251662	11.6250798614917
lcl|NW_012130065.1_mrna_XM_012201207.1_81	6.420134974895	6.55574214728487	9.87615388432517
lcl|NW_012130065.1_mrna_XM_012201315.1_83	10.0053073458537	10.3120572964766	12.4751934514943
lcl|NW_012130065.1_mrna_XM_012201422.1_84	5.93585827670122	6.06833119521552	8.56439527561626
lcl|NW_012130065.1_mrna_XM_012201530.1_86	6.69857842046554	7.02471778002867	11.7386206930161
lcl|NW_012130065.1_mrna_XM_012201635.1_90	7.58450283759139	7.61164549579513	13.7743918592659
lcl|NW_012130065.1_mrna_XM_012201739.1_89	5.30381504613474	6.38861546491343	11.7910115420277
lcl|NW_012130065.1_mrna_XM_012201848.1_91	0.772102232674953	1.05923039122762	3.59186053819556
lcl|NW_012130065.1_mrna_XM_012201944.1_92	2.40827323149291	2.41329805023516	6.8536657774915
lcl|NW_012130065.1_mrna_XM_012202056.1_93	2.72318267400722	2.49216019430072	6.64232346765458
lcl|NW_012130065.1_mrna_XM_012202086.1_4	11.3410646566057	10.369798048051	11.2602218144219
lcl|NW_012130065.1_mrna_XM_012202157.1_95	6.87819024439727	7.82073620336012	11.584355916218
lcl|NW_012130065.1_mrna_XM_012202260.1_96	5.09420052577998	6.26455091916841	10.2507207383365
lcl|NW_012130065.1_mrna_XM_012202356.1_97	4.41055728065096	4.17515367548922	12.3988900752866
lcl|NW_012130065.1_mrna_XM_012202464.1_98	8.58179417406332	8.593685636066	14.8184767798851
lcl|NW_012130065.1_mrna_XM_012202569.1_101	6.03909135377611	3.62981046671928	4.85453932891069
lcl|NW_012130065.1_mrna_XM_012202676.1_100	4.72489616670219	4.57354940975244	5.08730212925133
lcl|NW_012130065.1_mrna_XM_012202778.1_14	3.77040024308009	5.67301516088049	1.24324437626962
lcl|NW_012130065.1_mrna_XM_012202779.1_106	7.2505664020678	6.16562065379268	5.94309383654895
lcl|NW_012130065.1_mrna_XM_012202890.1_105	8.4946645174451	6.40024504842745	8.23448353895371
lcl|NW_012130065.1_mrna_XM_012202997.1_104	9.15413374736698	7.22728359388588	8.56766858731814
lcl|NW_012130065.1_mrna_XM_012203098.1_103	5.72598960403346	4.75489199917564	5.91343630712121
lcl|NW_012130065.1_mrna_XM_012203165.1_102	0.441865289263872	0	0
lcl|NW_012130065.1_mrna_XM_012203262.1_110	5.11122446041143	3.85348242895475	5.69933035223903
lcl|NW_012130065.1_mrna_XM_012203355.1_111	5.25169002605576	4.9022730273129	4.28636032129006
lcl|NW_012130065.1_mrna_XM_012203458.1_112	7.08639697575452	6.12279607977087	7.5742227175857
lcl|NW_012130065.1_mrna_XM_012203566.1_113	7.03303197057824	5.92984344542609	5.63032113217025
lcl|NW_012130065.1_mrna_XM_012203664.1_114	0.274631118791425	0.535320864715276	0.566314966361685
lcl|NW_012130065.1_mrna_XM_012203767.1_115	6.4284700914999	5.95904176689184	5.27294773448252
lcl|NW_012130065.1_mrna_XM_012203805.1_16	1.00011442907165	3.75071909348005	4.70297043370831
lcl|NW_012130065.1_mrna_XM_012203869.1_116	6.1918864769103	5.39100580269911	5.53839501636235
lcl|NW_012130065.1_mrna_XM_012203977.1_117	8.1252747650675	7.68184854441312	6.85486768300585
lcl|NW_012130065.1_mrna_XM_012204083.1_118	8.14653171712983	8.27793680372823	8.4954099734035
lcl|NW_012130065.1_mrna_XM_012204192.1_120	6.80397237565005	6.75218194980277	7.54404086690103
lcl|NW_012130065.1_mrna_XM_012204300.1_128	8.60757362007815	8.27799214326828	9.13667394824444
lcl|NW_012130065.1_mrna_XM_012204401.1_130	4.52310900269774	5.4795108298024	5.54741540748646
lcl|NW_012130065.1_mrna_XM_012204508.1_131	7.82309670525956	7.88902928732913	7.03487999732901
lcl|NW_012130065.1_mrna_XM_012204617.1_132	2.92518947842622	2.04433998164603	0.588710112960533
lcl|NW_012130065.1_mrna_XM_012204725.1_133	7.69079357810444	7.55087911533901	8.30890862515068
lcl|NW_012130065.1_mrna_XM_012204823.1_134	5.16045549372018	5.99316331920868	5.68214689425666
lcl|NW_012130065.1_mrna_XM_012204861.1_18	2.34223180936975	4.24871404483526	4.53929305750495
lcl|NW_012130065.1_mrna_XM_012204932.1_135	1.99055140080091	1.50958485056292	0.801221579396237
lcl|NW_012130065.1_mrna_XM_012205030.1_139	5.84593785154998	5.93171254279348	6.54391451098015
lcl|NW_012130065.1_mrna_XM_012205135.1_140	7.52570153284548	7.31364909045914	7.76199785450722
lcl|NW_012130065.1_mrna_XM_012205234.1_141	8.81509612667155	9.32036065046754	9.44144913963327
lcl|NW_012130065.1_mrna_XM_012205335.1_143	5.32103050136514	6.02272086760085	6.15869863517604
lcl|NW_012130065.1_mrna_XM_012205430.1_144	4.78654373497239	4.27971585804442	2.24061062294384
lcl|NW_012130065.1_mrna_XM_012205535.1_145	2.68914249052129	2.2096092633878	3.59732277545234
lcl|NW_012130065.1_mrna_XM_012205645.1_146	1.76770831885689	2.33833447904391	3.42564210465364
lcl|NW_012130065.1_mrna_XM_012205753.1_147	7.28828063690524	7.07084132426005	7.65672855851219
lcl|NW_012130065.1_mrna_XM_012205855.1_148	6.65364066924032	6.08430284496514	5.05071919189043
lcl|NW_012130065.1_mrna_XM_012205891.1_19	3.40757070067459	5.89745557399244	4.46633310870634
lcl|NW_012130065.1_mrna_XM_012205959.1_149	3.88283073297158	3.92725475518628	5.25834075478212
lcl|NW_012130065.1_mrna_XM_012206065.1_150	5.5656889383828	6.73038121690348	6.94208653517213
lcl|NW_012130065.1_mrna_XM_012206171.1_151	7.71490495939374	7.53008034981979	7.6585182984256
lcl|NW_012130065.1_mrna_XM_012206271.1_154	1.88006951005209	2.10954620294451	1.75045128494526
lcl|NW_012130065.1_mrna_XM_012206376.1_155	7.16609815936069	6.61624369188959	7.22962719877374
lcl|NW_012130065.1_mrna_XM_012206484.1_156	8.2473409259674	7.96155702289617	8.5794991307695
lcl|NW_012130065.1_mrna_XM_012206593.1_158	8.38759076861532	8.53026892001052	6.81787959088144
lcl|NW_012130065.1_mrna_XM_012206691.1_157	7.47183151241006	7.20886024627572	8.04508836970386
